Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg07570421__PTER	0.087007	0.11557	0.12413	0.14188	0.066791	0.084263	0.14097	0.097183	0.07557	0.088295	0.11441	0.10796	0.12726	0.078431	0.07729	0.11649	0.096699	0.093147	0.16673	0.13066	0.085158	0.090578	0.14979	0.12917	0.18034	0.12982	0.14444	0.1076	0.082829	0.38224	0.050631	0.085779	0.18458	0.10688	0.37446	0.22433
Meth__cg19470701__C20orf149	0.025454	0.028181	0.030776	0.028062	0.017274	0.036658	0.03099	0.018179	0.023513	0.025104	0.027663	0.068915	0.11043	0.014772	0.026264	0.031693	0.030307	0.075679	0.026821	0.018744	0.039041	0.053962	0.30675	0.028185	0.057649	0.046995	0.056413	0.028935	0.03159	0.042437	0.025807	0.023702	0.05615	0.02809	0.024366	0.029385
EA_G__KYNU	2.7545	6.5637	4.9045	3.0571	3.6287	6.7003	7.2841	3.1125	3.0818	5.5531	3.5652	5.6721	7.6008	5.2911	5.9862	6.4004	3.1709	3.8684	3.1535	8.359	9.0514	4.3618	5.1898	5.3358	5.035	3.9986	6.7976	3.1385	10.0464	6.0116	3.8755	5.0804	7.6599	3.5664	5.468	3.4697
Meth__cg27271368__AR	0.61974	0.36139	0.083444	0.04825	0.051094	0.039078	0.04485	0.73527	0.098687	0.28425	0.6511	0.30223	0.14766	0.026924	0.11687	0.3098	0.44492	0.099251	0.032119	0.046569	0.044006	0.054276	0.65266	0.065068	0.060953	0.53725	0.050356	0.034487	0.036585	0.05761	0.022938	0.60878	0.092648	0.47291	0.14065	0.051862
Meth__cg09920632__PHF8	0.53824	0.1815	0.1336	0.084191	0.52278	0.055886	0.072093	0.06972	0.33716	0.74077	0.10823	0.68254	0.46588	0.55494	0.35617	0.6962	0.063949	0.43795	0.046332	0.056015	0.085268	0.10681	0.090467	0.57722	0.6109	0.5735	0.56871	0.63678	0.048294	0.60168	0.046579	0.049211	0.13562	0.60968	0.43346	0.06988
Meth__cg22855405__TINAGL1	0.076822	0.076481	0.081927	0.85244	0.7877	0.74004	0.75487	0.056564	0.052062	0.83638	0.064889	0.084985	0.099241	0.87918	0.061572	0.080228	0.072997	0.085776	0.70091	0.85451	0.87051	0.45876	0.18456	0.53974	0.14464	0.76617	0.10585	0.27445	0.051403	0.39931	0.50886	0.84431	0.17354	0.12108	0.79107	0.74464
Meth__cg08687958__PDZD8	0.027493	0.020409	0.05692	0.066069	0.024557	0.048241	0.042946	0.036602	0.027329	0.031961	0.17673	0.066312	0.12021	0.03359	0.027926	0.20754	0.027309	0.046271	0.041102	0.095533	0.065859	0.046673	0.11493	0.030785	0.066373	0.067623	0.049078	0.025241	0.026056	0.04818	0.023072	0.044845	0.020488	0.027249	0.035199	0.032631
Meth__cg17688525__L3MBTL4	0.033335	0.023344	0.98535	0.97819	0.097095	0.97544	0.97884	0.030222	0.019732	0.026168	0.02715	0.26105	0.93282	0.36319	0.43944	0.019772	0.064812	0.089705	0.1605	0.95616	0.96272	0.26747	0.96234	0.90432	0.056613	0.9542	0.83548	0.045274	0.031255	0.14933	0.02866	0.98446	0.49391	0.9819	0.72474	0.52759
Meth__cg21656748__SCARB2	0.031107	0.095541	0.038035	0.028895	0.034106	0.51956	0.030315	0.024849	0.026666	0.043724	0.025575	0.070104	0.13929	0.041071	0.03323	0.036236	0.023733	0.040582	0.029758	0.22914	0.065732	0.080316	0.08554	0.031255	0.04746	0.09981	0.078633	0.021396	0.026959	0.033506	0.03065	0.035158	0.041299	0.032578	0.033102	0.034309
Meth__cg18411898__RPRM	0.27427	0.088606	0.89262	0.55683	0.078838	0.87328	0.1282	0.15635	0.056582	0.061511	0.46853	0.12099	0.41784	0.53437	0.25039	0.19416	0.097957	0.15457	0.045423	0.22225	0.093484	0.16754	0.84688	0.32516	0.11864	0.41887	0.092534	0.058549	0.14193	0.24063	0.4771	0.50232	0.090339	0.059221	0.11531	0.070105
Meth__cg19328294__PRSS22	0.021852	0.020362	0.026036	0.023586	0.021236	0.69016	0.022946	0.015955	0.018075	0.019341	0.021374	0.023912	0.038798	0.023044	0.024721	0.021978	0.028694	0.03687	0.065508	0.01937	0.024906	0.63151	0.038796	0.01998	0.02636	0.034607	0.033072	0.030829	0.019135	0.024328	0.017659	0.021393	0.067745	0.01882	0.022646	0.028868
EA_G__PCSK6	7.1586	4.6948	5.6532	5.5289	5.7538	4.8491	6.2989	7.61	7.1067	6.1242	8.5599	6.6498	5.2313	4.925	5.7878	7.2933	5.2077	5.5007	4.5885	6.6723	7.1479	4.7337	6.5565	5.7258	7.1817	6.0447	5.1569	4.9026	6.0826	6.3855	5.3919	5.2944	5.4918	6.0321	5.5935	6.2738
Meth__cg03856723__PRKACA	0.032447	0.65268	0.2998	0.77168	0.45647	0.15269	0.50155	0.10235	0.030987	0.3254	0.02183	0.77696	0.64144	0.4814	0.040245	0.11164	0.031434	0.23974	0.16736	0.65185	0.44084	0.37741	0.18741	0.59833	0.21288	0.36636	0.64016	0.027388	0.028534	0.21945	0.072468	0.11185	0.034742	0.19896	0.30181	0.22329
Meth__cg13885201__ZNF23	0.045152	0.038361	0.071993	0.2904	0.48105	0.22122	0.93382	0.033855	0.11076	0.47647	0.043307	0.029372	0.16509	0.61388	0.11688	0.11187	0.029635	0.32675	0.048935	0.40205	0.75912	0.051707	0.83022	0.62193	0.046014	0.91397	0.077977	0.026391	0.039742	0.16126	0.32229	0.92557	0.084265	0.049099	0.070203	0.054132
Meth__cg11692477__SLC40A1	0.048483	0.040327	0.9556	0.053757	0.03849	0.9403	0.051911	0.072823	0.040494	0.040856	0.043068	0.14705	0.40328	0.039903	0.048257	0.22003	0.043313	0.09976	0.050448	0.95555	0.94346	0.05241	0.44822	0.044886	0.14782	0.073284	0.10008	0.049784	0.043412	0.069418	0.055221	0.56936	0.062391	0.05364	0.041971	0.045313
Meth__cg11521325__FLJ32926	0.28701	0.051987	0.70159	0.5736	0.37893	0.16098	0.18985	0.79586	0.15842	0.24987	0.31047	0.60519	0.20071	0.02444	0.12292	0.18714	0.57895	0.10666	0.082371	0.40238	0.40775	0.49883	0.11307	0.145	0.079541	0.14745	0.12227	0.062955	0.1	0.072416	0.17326	0.080756	0.44286	0.75243	0.18562	0.11095
EA_G__GPC4	5.1104	3.5621	5.2864	6.2868	5.1995	3.7073	3.8111	8.8753	5.5451	3.8903	5.23	5.3175	5.8796	4.2999	5.083	7.0786	4.5048	6.9533	4.8186	4.7221	6.6727	3.5094	3.6208	4.4385	4.4442	5.4234	3.7719	6.4853	4.2966	3.9069	7.6735	5.5025	4.9544	6.9826	4.2425	4.573
Meth__cg11373429__ICAM5	0.18049	0.15434	0.12744	0.25949	0.12652	0.09973	0.13318	0.16242	0.085228	0.13475	0.12623	0.12516	0.80139	0.73354	0.095706	0.88259	0.12868	0.23023	0.10426	0.77533	0.76884	0.58669	0.26576	0.63148	0.18095	0.81709	0.17316	0.31829	0.09907	0.14835	0.14246	0.87843	0.30461	0.25394	0.22885	0.12872
EA_G__TM4SF1	10.5837	9.103	8.6444	7.0223	10.4072	10.5797	6.7515	10.7816	9.0133	8.7278	11.0193	10.0698	9.8907	7.6939	10.7058	8.5726	9.7746	11.0964	10.8372	6.659	6.9126	8.5816	10.4572	4.2343	10.6986	10.1197	8.2184	11.0903	9.3613	9.8035	4.5973	8.9507	6.8106	7.9421	9.8794	5.3992
Meth__cg11839979__RP13-360B22.2	0.51511	0.037656	0.052938	0.047233	0.35948	0.033794	0.057189	0.54153	0.52534	0.044221	0.047552	0.069	0.11002	0.069387	0.47793	0.51797	0.51372	0.17349	0.045219	0.037231	0.051685	0.18944	0.079089	0.051896	0.3784	0.41227	0.081755	0.16118	0.043806	0.52298	0.038707	0.23649	0.13315	0.55985	0.40414	0.048793
Meth__cg27519236__KIFC3	0.10299	0.91867	0.88716	0.71866	0.098568	0.032391	0.5963	0.037754	0.037947	0.041388	0.049771	0.03909	0.91267	0.53276	0.06246	0.037426	0.029542	0.1546	0.036692	0.92174	0.89375	0.049547	0.10197	0.85888	0.084071	0.84109	0.43408	0.028421	0.02837	0.033542	0.9424	0.94481	0.83829	0.39809	0.92052	0.89771
Meth__cg07494518__SNF1LK	0.060995	0.052233	0.060532	0.1047	0.029525	0.027558	0.056223	0.075663	0.030242	0.034103	0.052817	0.04718	0.097697	0.07219	0.032392	0.036577	0.041596	0.081418	0.025341	0.24823	0.17212	0.065663	0.13496	0.059976	0.065324	0.079541	0.12331	0.036292	0.032095	0.034866	0.13053	0.048179	0.10004	0.033908	0.037179	0.044406
EA_G__LOC728378	6.1287	8.7704	8.7553	8.5358	6.2047	5.9336	6.1367	5.9899	8.331	8.6495	6.0693	5.5957	7.4847	6.2001	6.5281	8.253	8.4828	6.4756	8.2818	8.5001	8.1333	5.9416	6.353	8.5718	7.9767	6.404	8.0674	7.4921	7.0628	6.3735	5.9872	7.4684	6.0233	5.811	6.9625	8.4742
Meth__cg17671157__KCNK10	0.74727	0.01865	0.90874	0.094947	0.030684	0.26661	0.45063	0.037772	0.025914	0.0284	0.078859	0.17278	0.26089	0.46464	0.024325	0.044997	0.029177	0.083798	0.05407	0.3019	0.67489	0.048927	0.57781	0.089179	0.029591	0.73726	0.017785	0.022746	0.10578	0.032699	0.11487	0.48873	0.054487	0.050437	0.32074	0.45821
Meth__cg11476211__PRKCE	0.039842	0.017442	0.034182	0.24478	0.021887	0.049541	0.35327	0.082378	0.015868	0.017605	0.021725	0.018928	0.034815	0.15793	0.018489	0.13572	0.016245	0.02299	0.015306	0.015405	0.024981	0.023545	0.037522	0.048118	0.033095	0.51284	0.023786	0.074982	0.017699	0.94911	0.68655	0.20538	0.022853	0.017564	0.031959	0.83551
EA_G__FBN1	4.0325	4.4696	3.7873	4.3114	3.7441	9.1291	4.5158	3.9745	4.8806	3.7206	3.7491	5.1934	3.7998	4.1794	3.9682	4.7343	7.9714	4.2928	10.7199	4.1196	4.204	8.9657	7.4142	3.7385	3.8478	4.9919	5.3032	8.5241	4.622	7.1987	4.0836	4.4269	4.0175	4.0932	4.4051	4.1226
Meth__cg23749760__ZNF467	0.017928	0.38802	0.71881	0.20327	0.06328	0.37799	0.1255	0.098107	0.026666	0.47783	0.36961	0.7039	0.66378	0.61169	0.028353	0.55685	0.30662	0.16759	0.20636	0.045305	0.10726	0.78676	0.6145	0.026112	0.029567	0.03571	0.57419	0.12303	0.093758	0.13955	0.55579	0.25421	0.031124	0.023288	0.057223	0.46245
SNP__LOC441440	-0.26	-0.178	-0.209	1.861	2.288	2.394	0.064	-0.573	0.129	1.881	0.04	-0.018	0.1	0.011	-0.29	-0.094	2.423	0.464	-0.088	-0.006	1.694	2.642	-0.159	-0.186	0.2	2.292	0.047	-0.211	2.084	0.002	-0.053	2.062	-0.139	-0.296	1.735	0.024
Meth__cg03332970__ESAM	0.078194	0.040239	0.06546	0.063172	0.060062	0.84854	0.067929	0.044543	0.039336	0.052435	0.16299	0.044326	0.18126	0.049826	0.052315	0.12833	0.072852	0.15103	0.61276	0.056022	0.062708	0.081236	0.063341	0.05875	0.15145	0.14353	0.078882	0.064535	0.05038	0.057751	0.068523	0.51444	0.068722	0.056322	0.053013	0.054364
Meth__cg00888479__SLC24A3	0.047905	0.6701	0.46106	0.052238	0.027847	0.84312	0.064337	0.22164	0.032915	0.030045	0.2036	0.22225	0.31529	0.028527	0.05308	0.49204	0.44991	0.098598	0.027935	0.36284	0.053936	0.53114	0.83616	0.065135	0.060514	0.090071	0.48088	0.042361	0.13799	0.24269	0.035333	0.022385	0.064297	0.03751	0.034699	0.035579
Meth__cg08918749__LPL	0.87543	0.15588	0.878	0.18739	0.13548	0.88038	0.86145	0.19538	0.048357	0.11513	0.25774	0.062179	0.79618	0.61913	0.41532	0.525	0.071348	0.13319	0.42502	0.88035	0.83867	0.077495	0.80762	0.15806	0.12142	0.8505	0.12977	0.047672	0.043854	0.25616	0.071505	0.87765	0.28798	0.061029	0.5333	0.41344
Meth__cg08157579__SERHL2	0.059296	0.056951	0.10377	0.15941	0.073945	0.71312	0.41598	0.61557	0.064406	0.072176	0.069392	0.070126	0.54148	0.90512	0.06311	0.66133	0.45082	0.10476	0.0487	0.062976	0.085257	0.15329	0.21417	0.78922	0.077247	0.61766	0.11099	0.080722	0.046113	0.063113	0.067069	0.27991	0.090246	0.069371	0.065502	0.66003
Meth__cg17274064__ERG	0.56482	0.22398	0.65635	0.52368	0.8089	0.57103	0.68241	0.092712	0.05631	0.092781	0.097777	0.10206	0.52895	0.061598	0.14377	0.54582	0.055983	0.10688	0.054	0.28692	0.72993	0.10943	0.22768	0.31796	0.32259	0.39023	0.3847	0.041497	0.044772	0.13844	0.83079	0.6423	0.11588	0.058197	0.74596	0.66832
Meth__cg21289015__USH1C	0.58556	0.042399	0.81033	0.76708	0.1213	0.93886	0.062258	0.84965	0.034572	0.064566	0.033838	0.098172	0.80381	0.049174	0.027117	0.66146	0.78554	0.17318	0.12167	0.063683	0.20017	0.074664	0.77108	0.55782	0.10604	0.79868	0.091013	0.1444	0.12259	0.15072	0.067222	0.15304	0.14486	0.056359	0.83212	0.70249
Meth__cg01856970__IL15	0.038572	0.03762	0.056642	0.047115	0.030504	0.4247	0.041973	0.035392	0.032376	0.035428	0.041075	0.023226	0.053327	0.037753	0.034552	0.038017	0.052832	0.0742	0.055461	0.032857	0.049298	0.03847	0.10661	0.031627	0.055789	0.074407	0.06199	0.037476	0.027443	0.034229	0.024986	0.034389	0.061215	0.047235	0.040045	0.041398
Meth__cg18084798__RHPN2	0.025022	0.020394	0.028299	0.026939	0.017901	0.027346	0.041351	0.019122	0.017249	0.024894	0.024997	0.01672	0.05303	0.020333	0.016087	0.024325	0.016948	0.045172	0.042096	0.020995	0.034267	0.025916	0.045721	0.033927	0.035954	0.077497	0.035449	0.032031	0.026746	0.025145	0.023551	0.02442	0.15013	0.028354	0.030774	0.024723
Meth__cg25104511__RAPGEFL1	0.064361	0.24522	0.9248	0.41814	0.20045	0.87367	0.084129	0.79937	0.20696	0.077803	0.086703	0.27825	0.91657	0.23729	0.39753	0.67236	0.27857	0.71054	0.88338	0.19075	0.32765	0.53373	0.70096	0.71905	0.051364	0.92851	0.33478	0.089073	0.059186	0.53769	0.14582	0.13208	0.14408	0.12347	0.37113	0.095883
Meth__cg18044482__PSMD10	0.50843	0.026553	0.041033	0.059003	0.30133	0.035292	0.068293	0.64935	0.53135	0.034214	0.042412	0.039527	0.075839	0.036795	0.51123	0.18729	0.47067	0.12101	0.041528	0.038531	0.04391	0.037087	0.088796	0.057661	0.41912	0.35037	0.071167	0.41657	0.054917	0.46041	0.046054	0.15244	0.11864	0.50659	0.23514	0.046331
Meth__cg23045373__C8orf13	0.025764	0.025856	0.047214	0.028854	0.033937	0.70922	0.038959	0.025345	0.012595	0.033084	0.030598	0.025138	0.099735	0.032293	0.023119	0.031272	0.027159	0.10891	0.013579	0.018266	0.053903	0.044702	0.053157	0.04354	0.052577	0.10817	0.041667	0.023683	0.016079	0.019352	0.038118	0.03444	0.065343	0.033955	0.027197	0.026787
Meth__cg06942445__TRO	0.77156	0.020993	0.93832	0.79459	0.46917	0.024242	0.61942	0.97017	0.65652	0.022255	0.90812	0.46907	0.49731	0.40665	0.61062	0.045223	0.016652	0.033725	0.021661	0.34638	0.27617	0.17253	0.10563	0.48717	0.025773	0.59232	0.024253	0.038526	0.030809	0.040236	0.89793	0.35709	0.028722	0.80816	0.39825	0.19701
Meth__cg20324165__KRT8	0.052009	0.078052	0.05793	0.064954	0.058629	0.72407	0.060394	0.045852	0.049719	0.069492	0.05195	0.09432	0.095683	0.035896	0.050286	0.075521	0.52148	0.11467	0.70307	0.066078	0.06201	0.55997	0.33612	0.049232	0.12191	0.13349	0.12173	0.80571	0.066133	0.27242	0.049129	0.14932	0.051965	0.066881	0.061191	0.063274
Meth__cg10164640__GLOXD1	0.069866	0.076446	0.95252	0.14417	0.51337	0.52923	0.48122	0.060496	0.034236	0.15784	0.071954	0.10077	0.89107	0.93571	0.21805	0.85868	0.037952	0.13008	0.049708	0.51818	0.056061	0.21684	0.92322	0.9047	0.084788	0.90389	0.08027	0.21647	0.029504	0.19763	0.93834	0.4969	0.86644	0.05061	0.88875	0.92561
Meth__cg00980978__WFDC2	0.088172	0.026231	0.34048	0.55909	0.48795	0.83686	0.10991	0.038977	0.070796	0.041508	0.036367	0.10943	0.91981	0.24266	0.052917	0.91782	0.031863	0.045552	0.043786	0.42484	0.45859	0.17567	0.55269	0.10097	0.066757	0.92674	0.039973	0.084982	0.022222	0.06169	0.93241	0.82824	0.054206	0.046058	0.04779	0.54063
Meth__cg07558455__ANKRD38	0.15664	0.055732	0.95922	0.18515	0.06569	0.91346	0.83406	0.97891	0.047595	0.47034	0.045722	0.032759	0.29193	0.028676	0.042149	0.58766	0.061025	0.089104	0.25065	0.85432	0.85269	0.54229	0.85373	0.070127	0.11501	0.89199	0.069522	0.044892	0.025405	0.21701	0.039612	0.48337	0.17379	0.051345	0.36084	0.59838
Meth__cg07909527__NUBP2	0.017979	0.012598	0.038057	0.018758	0.0092064	0.019555	0.019927	0.014358	0.012313	0.017128	0.025056	0.020367	0.041776	0.017407	0.017406	0.019766	0.01738	0.041485	0.019532	0.022189	0.03582	0.019428	0.2129	0.020441	0.021735	0.063476	0.033967	0.016061	0.022002	0.02259	0.022461	0.017722	0.043062	0.021619	0.016885	0.017728
Meth__cg25097436__RTN1	0.044815	0.035826	0.86765	0.06943	0.072644	0.81228	0.047293	0.037354	0.028906	0.041697	0.95459	0.40301	0.88476	0.033294	0.033497	0.58102	0.08775	0.063855	0.57475	0.37478	0.094887	0.16159	0.93724	0.039698	0.087454	0.43322	0.060129	0.021722	0.037376	0.037202	0.87959	0.75402	0.32727	0.029665	0.17156	0.22704
EA_G__TSPYL5	3.1904	4.3419	7.0765	3.7764	8.6452	4.0421	3.1216	8.3297	7.7204	9.9841	7.0746	7.3845	3.6896	3.8973	3.9966	8.3422	9.2708	6.0835	3.5881	8.4968	7.9214	6.4104	3.7943	3.3949	5.3206	4.5743	5.5119	8.416	6.5647	3.8879	7.8119	4.2789	4.0419	8.3447	3.7204	3.9793
EA_G__DSG3	3.9769	4.2565	4.1109	4.0172	3.8182	4.3784	3.7453	10.2052	4.0526	3.9505	4.0253	7.0484	4.0715	4.0935	3.9924	5.6586	6.5914	6.9884	4.0794	4.3263	4.1693	3.9849	4.1668	3.8874	4.0615	4.9081	4.4028	4.0574	8.3498	4.287	4.2971	4.4071	3.93	3.9234	4.1173	4.3099
EA_G__RAP1GAP	7.8799	8.4973	7.9103	8.1113	6.5433	5.7543	6.6874	6.2945	5.5823	6.4177	6.6467	6.1962	6.8892	7.3406	6.8436	6.2461	6.0267	7.3026	5.7874	7.563	7.4447	6.0472	5.9038	8.0141	9.6091	8.3862	7.8449	5.9335	6.747	5.6571	8.1292	8.3811	5.8442	6.5819	6.6144	6.5221
Meth__cg01313514__WNT3A	0.091376	0.085871	0.27245	0.23682	0.14767	0.53563	0.42434	0.12758	0.088736	0.14152	0.48374	0.15241	0.31624	0.43144	0.088258	0.11186	0.10527	0.18663	0.09703	0.42068	0.32235	0.11874	0.76716	0.22156	0.078638	0.5199	0.12472	0.055606	0.098717	0.15969	0.23753	0.50164	0.34497	0.10719	0.2075	0.31793
Meth__cg12078929__SERHL	0.013216	0.028747	0.98345	0.86183	0.98834	0.98911	0.13865	0.62445	0.01337	0.98092	0.014956	0.96952	0.97087	0.99225	0.08894	0.93122	0.98463	0.57647	0.7614	0.99104	0.98778	0.92886	0.96872	0.98868	0.028275	0.9794	0.75361	0.22278	0.031379	0.61596	0.9847	0.28798	0.031542	0.014384	0.016963	0.019912
Meth__cg10074409__IRF6	0.033129	0.03282	0.047097	0.059639	0.029252	0.89611	0.0504	0.030858	0.053053	0.078396	0.031666	0.04589	0.087006	0.023303	0.058245	0.051672	0.26974	0.073176	0.48595	0.05087	0.096257	0.43785	0.87168	0.046636	0.092273	0.07026	0.067407	0.047795	0.036539	0.048029	0.04053	0.043674	0.039957	0.052577	0.0451	0.044557
Meth__cg07113600__KLF12	0.043766	0.042694	0.061267	0.03907	0.033096	0.033438	0.038407	0.03042	0.051578	0.053299	0.057156	0.046677	0.073524	0.034832	0.054346	0.049115	0.060873	0.096342	0.063065	0.068184	0.052799	0.054691	0.11875	0.054296	0.072688	0.094291	0.059781	0.043689	0.033169	0.050744	0.046809	0.10059	0.075202	0.038605	0.51734	0.72377
Meth__cg01610488__TRPA1	0.041199	0.03081	0.9613	0.59223	0.61699	0.96919	0.67171	0.8952	0.040932	0.033815	0.08101	0.86478	0.47396	0.41511	0.041214	0.080871	0.65036	0.077756	0.72955	0.76094	0.46519	0.20157	0.94493	0.26999	0.089601	0.91695	0.066169	0.34267	0.04788	0.67104	0.052203	0.70271	0.039784	0.10414	0.89264	0.9252
Meth__cg05362669__PTPRG	0.088694	0.43801	0.12389	0.070796	0.062241	0.073416	0.073667	0.067425	0.051015	0.067355	0.090241	0.019788	0.84345	0.052729	0.067863	0.055718	0.073906	0.14014	0.085621	0.064344	0.11594	0.078774	0.083455	0.063983	0.0974	0.12981	0.12842	0.059543	0.058416	0.048091	0.057549	0.058589	0.057885	0.062994	0.068708	0.069304
Meth__cg26466094__AK5	0.036227	0.037159	0.049656	0.064305	0.065312	0.040528	0.060278	0.032459	0.038926	0.042681	0.075432	0.034022	0.24012	0.04536	0.041759	0.045324	0.030786	0.071269	0.030983	0.52068	0.12144	0.043014	0.9167	0.051203	0.066411	0.5532	0.069925	0.032728	0.032637	0.034527	0.056812	0.10112	0.053163	0.047797	0.05628	0.095227
Meth__cg09088508__RHOF	0.042013	0.037593	0.046926	0.60343	0.060755	0.91589	0.25242	0.38124	0.035414	0.051848	0.034004	0.53088	0.40324	0.031122	0.044044	0.24163	0.090845	0.55854	0.66231	0.034272	0.050087	0.89915	0.07243	0.25254	0.073053	0.13503	0.11409	0.10955	0.051481	0.22781	0.30832	0.43295	0.061865	0.034716	0.23315	0.03586
Meth__cg22284975__C7orf11	0.10886	0.13189	0.56733	0.24543	0.14797	0.052907	0.43054	0.082591	0.078118	0.08435	0.07701	0.042958	0.51493	0.31083	0.08169	0.11364	0.055527	0.10126	0.058477	0.25675	0.19567	0.087311	0.69391	0.26733	0.082466	0.62751	0.18829	0.065607	0.06079	0.12378	0.15039	0.47676	0.096369	0.47936	0.079652	0.11172
Meth__cg03109701__TMEM118	0.10425	0.10342	0.13923	0.17629	0.093787	0.12641	0.13245	0.23292	0.10221	0.19932	0.12563	0.62979	0.17258	0.054601	0.10776	0.12931	0.10072	0.10902	0.10307	0.10046	0.096438	0.23145	0.13181	0.091906	0.15368	0.19869	0.25918	0.9388	0.075434	0.098595	0.07642	0.065751	0.16934	0.45734	0.1321	0.090623
EA_G__GAL	5.663	5.1076	6.8834	5.6671	6.8518	5.351	5.6496	6.9161	7.531	6.2855	9.8244	8.1175	5.8454	5.2346	6.1611	8.1456	7.1952	5.5051	4.9659	6.3427	6.921	4.8406	4.6978	6.0197	5.0283	5.7312	5.6401	5.2223	6.4893	5.6417	6.0155	5.5239	5.4186	5.8586	5.6344	7.9118
Meth__cg17832674__CALM3	0.055748	0.040473	0.21115	0.055468	0.031053	0.26401	0.077624	0.033642	0.044525	0.036762	0.21775	0.074704	0.094085	0.18556	0.029203	0.12525	0.037496	0.0463	0.03281	0.25488	0.043935	0.059209	0.12481	0.053413	0.37251	0.3542	0.096482	0.041012	0.047424	0.060703	0.084665	0.059982	0.067953	0.073125	0.034385	0.056075
Meth__cg18125479__PYGL	0.025509	0.033512	0.64563	0.13328	0.018343	0.020405	0.18765	0.04738	0.030585	0.015818	0.020327	0.030503	0.038272	0.045563	0.077079	0.015031	0.021524	0.049231	0.014378	0.026161	0.031648	0.032072	0.036012	0.05405	0.019692	0.86245	0.030331	0.023605	0.024869	0.057655	0.034646	0.6257	0.030845	0.017297	0.122	0.66278
Meth__cg02953306__CHRNA2	0.24721	0.051304	0.71115	0.64863	0.33003	0.10299	0.6062	0.77982	0.42525	0.5691	0.66408	0.72615	0.53678	0.11582	0.31868	0.63711	0.31389	0.25777	0.034456	0.1395	0.1513	0.095932	0.1121	0.43819	0.079865	0.35836	0.13932	0.045877	0.55479	0.061818	0.49603	0.49475	0.14808	0.75151	0.074565	0.11222
Meth__cg19219437__PCOLCE2	0.045632	0.080233	0.51145	0.068911	0.039252	0.043332	0.19982	0.052396	0.04878	0.060096	0.042415	0.038982	0.14378	0.099228	0.10108	0.49152	0.036364	0.11058	0.046212	0.049233	0.071252	0.051874	0.096569	0.046201	0.076021	0.51785	0.075981	0.049985	0.048987	0.032355	0.057903	0.32646	0.072796	0.050737	0.051113	0.057616
Meth__cg05655556__PSMD2	0.035216	0.020781	0.6779	0.02286	0.040361	0.67511	0.066694	0.015707	0.035528	0.026307	0.028017	0.026397	0.068919	0.021416	0.039495	0.027331	0.034055	0.046803	0.23696	0.018182	0.027427	0.034824	0.044703	0.035487	0.055613	0.055383	0.034268	0.027349	0.028213	0.04013	0.03038	0.12958	0.02911	0.032508	0.044776	0.098772
Meth__cg20308511__SAT	0.41702	0.071116	0.062569	0.045164	0.21502	0.040019	0.058896	0.069431	0.077924	0.40514	0.047895	0.3629	0.056394	0.40704	0.064483	0.042056	0.045696	0.34774	0.438	0.038454	0.06553	0.035305	0.097292	0.040937	0.43502	0.12389	0.34705	0.34999	0.048693	0.39673	0.039934	0.026101	0.088157	0.28953	0.22345	0.050049
Meth__cg26150490__LOC389852	0.47363	0.032293	0.066964	0.046695	0.044733	0.036374	0.030632	0.87656	0.39254	0.20546	0.051451	0.44765	0.46678	0.3573	0.33802	0.4172	0.030784	0.21582	0.029311	0.028562	0.049011	0.19783	0.088463	0.18736	0.33151	0.379	0.090775	0.17543	0.027169	0.42979	0.12673	0.030851	0.075728	0.4571	0.29115	0.75091
Meth__cg14974772__FBLN5	0.056653	0.04998	0.53549	0.71337	0.50912	0.54436	0.75882	0.87269	0.034082	0.11121	0.057403	0.13949	0.73701	0.034329	0.050331	0.66586	0.057523	0.16441	0.6061	0.79503	0.81806	0.27782	0.3486	0.82081	0.078274	0.44702	0.10987	0.32276	0.063048	0.22185	0.81893	0.44153	0.087413	0.34643	0.66956	0.7436
Meth__cg09533293__ANXA2	0.063488	0.060221	0.075691	0.09808	0.069421	0.059448	0.063317	0.062654	0.062179	0.053723	0.049904	0.090615	0.10597	0.072996	0.064499	0.099781	0.075558	0.091515	0.086626	0.065252	0.071102	0.072299	0.071257	0.062241	0.11932	0.15842	0.11127	0.057842	0.090347	0.067506	0.067658	0.053482	0.16781	0.062047	0.065327	0.058416
EA_G__LRRC3	7.2809	6.7232	6.8439	7.1599	7.518	7.7761	7.5554	8.5148	6.6376	8.0904	8.6436	6.8583	7.6733	5.978	6.5203	8.0376	7.3998	6.5337	5.8985	7.3548	7.4232	9.5961	5.6835	6.1708	6.2347	7.2202	6.4558	7.9527	6.8185	6.3277	6.5213	6.9724	6.9385	7.3138	6.7603	6.6171
Meth__cg12771281__SLC38A6	0.024421	0.029326	0.043443	0.033125	0.022667	0.028224	0.027688	0.023465	0.021583	0.025773	0.030546	0.021811	0.053817	0.51001	0.02407	0.022124	0.025112	0.055389	0.019087	0.027765	0.032294	0.030238	0.05588	0.028723	0.048392	0.045888	0.037684	0.022387	0.019953	0.030057	0.023052	0.021766	0.04459	0.029846	0.023908	0.030312
