Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg25473396__MPG	0.22116	0.38866	0.61936	0.617	0.43326	0.70085	0.40837	0.031927	0.5742	0.5083	0.16368	0.17392	0.32445	0.51468	0.11679	0.050247	0.10385	0.015296	0.21512	0.33065	0.034695	0.032377	0.65229	0.27277	0.79813	0.43867	0.022141	0.016362	0.014739	0.089029	0.063592	0.17705	0.1831	0.71466	0.41193	0.18544
U133A__DIP2C	6.0306	5.6	4.8042	6.1426	7.3021	5.8184	7.2703	5.9785	7.7083	7.6453	5.5877	5.5528	4.2909	5.8443	5.318	7.5229	3.946	5.2792	6.2597	6.5002	7.9021	5.9908	7.1526	6.9179	6.2128	5.3484	6.081	4.2421	5.8763	8.1831	5.9789	5.1349	5.6502	6.3524	6.2191	6.4159
U133A__NOTCH3	7.3711	7.129	6.3517	7.5035	7.1099	7.1373	7.0845	10.7188	9.2424	5.5662	5.4685	8.3503	5.6305	7.5159	7.5623	8.4363	11.0395	5.6526	7.3838	7.4329	7.6575	4.4309	6.816	5.169	7.348	7.4298	6.0529	6.7354	5.2383	8.0239	6.4752	5.7466	7.0535	8.0479	6.4463	6.9082
Meth__cg20492121__GLUL	0.021101	0.53873	0.98104	0.80418	0.016658	0.74462	0.32771	0.030575	0.04505	0.018399	0.02754	0.42018	0.28587	0.050493	0.96578	0.019003	0.075999	0.015908	0.28979	0.40015	0.55377	0.23423	0.50327	0.022887	0.052215	0.4074	0.037008	0.018017	0.045629	0.34044	0.015464	0.041623	0.024375	0.02683	0.038313	0.16033
Meth__cg02962602__CCDC57	0.039412	0.33963	0.086659	0.97733	0.29721	0.039151	0.12063	0.034062	0.038641	0.43224	0.039941	0.15559	0.085305	0.078243	0.10746	0.027292	0.048233	0.036214	0.15856	0.065926	0.032682	0.064432	0.83438	0.057143	0.068971	0.66927	0.030487	0.021795	0.038228	0.9352	0.16468	0.04214	0.053906	0.05065	0.37911	0.042132
Meth__cg06220235__SOCS1	0.24666	0.19903	0.97344	0.89123	0.69741	0.97363	0.95459	0.13735	0.31815	0.53519	0.96189	0.86521	0.13588	0.48015	0.73878	0.13466	0.21526	0.27506	0.95437	0.11657	0.62078	0.57831	0.10448	0.067383	0.65394	0.14327	0.079732	0.063058	0.35111	0.066049	0.048517	0.71799	0.79325	0.91999	0.2003	0.44117
Meth__cg02205962__BCAP31	0.77238	0.026047	0.026869	0.026908	0.65025	0.019398	0.028529	0.55172	0.031057	0.017116	0.03257	0.099684	0.075563	0.026779	0.69745	0.63518	0.16981	0.029225	0.034348	0.031099	0.060532	0.068313	0.028028	0.78179	0.50917	0.099973	0.71728	0.016239	0.82496	0.02153	0.022261	0.49884	0.060866	0.82083	0.69026	0.028342
Meth__cg13277716__KAL1	0.40969	0.046551	0.92615	0.029017	0.025637	0.032574	0.048685	0.045046	0.036387	0.036536	0.055877	0.055205	0.35348	0.042571	0.035635	0.041439	0.33621	0.17362	0.028696	0.041125	0.11881	0.12591	0.040914	0.068265	0.11273	0.055357	0.032377	0.29007	0.38724	0.020235	0.03136	0.04447	0.054421	0.036158	0.035975	0.045616
Meth__cg03716999__FLJ46380	0.035866	0.61084	0.049015	0.97466	0.8172	0.97004	0.07918	0.022973	0.061911	0.14658	0.047098	0.057341	0.21238	0.37137	0.93575	0.037791	0.073376	0.027228	0.044534	0.047934	0.6209	0.077409	0.9667	0.16281	0.9372	0.47641	0.44422	0.021854	0.027137	0.70358	0.78921	0.03172	0.1142	0.04126	0.52876	0.69441
Meth__cg14702264__FLJ10099	0.086677	0.052599	0.10372	0.2426	0.28677	0.40632	0.067904	0.045344	0.11513	0.12007	0.054465	0.24074	0.16184	0.093536	0.093611	0.048252	0.099675	0.046594	0.070176	0.25463	0.087979	0.092027	0.098265	0.095223	0.12417	0.087036	0.056231	0.035123	0.042166	0.29974	0.059406	0.055542	0.13745	0.076113	0.044326	0.05933
U133A__S100A2	5.7104	5.2629	6.0272	5.0266	5.1361	8.7308	5.1261	11.8664	8.1017	4.6494	5.0442	9.7223	9.938	5.0393	12.6387	7.9326	10.0914	6.775	6.5171	4.9131	7.9401	5.843	5.1111	6.0773	4.8966	5.6079	8.4846	10.926	8.9102	5.3655	6.2769	5.9202	5.5082	5.3582	5.3529	5.7302
U133A__KRT8	10.7115	11.2525	11.4126	11.1708	11.8105	4.6994	10.4767	9.9402	9.7313	11.932	8.4941	10.6646	11.1743	11.4994	9.9269	9.5922	9.5457	5.7145	11.6793	12.1159	7.5837	8.3426	11.2063	10.4653	9.1194	11.5414	4.6224	9.8963	8.3775	10.5897	10.994	9.9593	11.9459	11.5683	9.9995	11.4816
Meth__cg16176379__AYTL1	0.044378	0.037932	0.050858	0.65701	0.046094	0.8693	0.047009	0.056971	0.088556	0.074273	0.05351	0.051052	0.07778	0.072223	0.059541	0.054491	0.072106	0.031207	0.056434	0.055354	0.19577	0.46296	0.067281	0.080406	0.56423	0.10551	0.046192	0.046449	0.04534	0.048983	0.042398	0.044429	0.095177	0.050788	0.043842	0.045365
Meth__cg08508325__CARS	0.037034	0.040313	0.58715	0.18159	0.05794	0.086762	0.10646	0.086606	0.043316	0.075187	0.052314	0.17327	0.3125	0.045245	0.083397	0.041544	0.093741	0.043357	0.11673	0.066973	0.055398	0.12145	0.16793	0.087115	0.098286	0.092104	0.033726	0.042387	0.041565	0.19136	0.067595	0.039281	0.064586	0.055391	0.045742	0.046815
Meth__cg13997435__S100A2	0.051686	0.15071	0.049348	0.38887	0.55394	0.040764	0.6049	0.020118	0.35763	0.63282	0.65598	0.024283	0.053787	0.34525	0.03444	0.040098	0.08549	0.0314	0.57216	0.77358	0.049118	0.094232	0.51519	0.15065	0.49597	0.27491	0.036023	0.033339	0.049017	0.27137	0.05212	0.047993	0.34487	0.67144	0.55196	0.43255
Meth__cg07408456__PGLYRP2	0.11653	0.1311	0.1208	0.38421	0.08599	0.38808	0.10958	0.51999	0.14619	0.10763	0.17157	0.40725	0.20876	0.15259	0.42416	0.33765	0.12888	0.080959	0.10753	0.14015	0.64408	0.22089	0.12713	0.13169	0.30977	0.25599	0.10355	0.13753	0.10761	0.29092	0.14434	0.28326	0.15425	0.12158	0.1036	0.11027
Meth__cg05886367__BTNL9	0.30491	0.027898	0.63107	0.1664	0.098304	0.072992	0.21574	0.75986	0.1966	0.17441	0.38361	0.61742	0.17297	0.16531	0.24938	0.36861	0.095584	0.056392	0.38277	0.30725	0.20178	0.12779	0.26517	0.09399	0.1115	0.043724	0.0396	0.068067	0.044066	0.47415	0.029839	0.23143	0.28099	0.15121	0.11538	0.14855
Meth__cg21505886__TMEM129	0.32557	0.7143	0.35856	0.91315	0.92434	0.19509	0.70824	0.079296	0.14013	0.83227	0.10212	0.81292	0.19002	0.37613	0.076923	0.12779	0.1337	0.089418	0.80318	0.80628	0.91276	0.057758	0.38494	0.17951	0.19921	0.50657	0.049602	0.3363	0.053495	0.8068	0.36949	0.091866	0.053859	0.9311	0.50598	0.087374
Meth__cg08122545__HES4	0.050757	0.038724	0.054177	0.053375	0.067155	0.043094	0.0466	0.031572	0.049674	0.054027	0.053958	0.074397	0.094952	0.043379	0.90065	0.049198	0.14099	0.16009	0.061217	0.058181	0.063691	0.098577	0.053834	0.071399	0.10361	0.091825	0.35879	0.044599	0.082635	0.044434	0.035115	0.15843	0.10205	0.053446	0.054171	0.042252
Meth__cg07637239__KCNK18	0.89531	0.027951	0.82638	0.88551	0.83159	0.12817	0.64108	0.53946	0.42794	0.45269	0.63835	0.41311	0.24382	0.37585	0.3801	0.85057	0.073238	0.037095	0.81849	0.79132	0.053188	0.10905	0.53359	0.051062	0.41076	0.10317	0.049801	0.3717	0.036266	0.36402	0.037322	0.068764	0.18325	0.88663	0.48895	0.70708
Meth__cg24997944__KCNH8	0.1131	0.78609	0.94463	0.78643	0.7967	0.42297	0.95469	0.065899	0.029968	0.39989	0.039334	0.051734	0.48166	0.25821	0.20895	0.052155	0.16465	0.05032	0.9434	0.95696	0.05822	0.85793	0.9352	0.4761	0.86624	0.90029	0.11623	0.033972	0.053689	0.38782	0.64615	0.39084	0.42793	0.94165	0.13166	0.21117
Meth__cg10539712__LYN	0.039092	0.11779	0.076111	0.062704	0.079822	0.88486	0.34458	0.071227	0.037709	0.39811	0.037561	0.060118	0.041841	0.041893	0.072131	0.037619	0.10118	0.021652	0.16435	0.85782	0.06039	0.10941	0.056431	0.062754	0.90998	0.34584	0.038843	0.038389	0.034761	0.021981	0.052748	0.079535	0.1438	0.052309	0.047396	0.044305
U133A__CDCP1	7.0742	7.2215	8.8826	7.3078	7.3245	5.7458	7.0456	7.5834	6.5563	6.1087	5.8003	7.5225	8.6177	7.6904	8.2325	6.9611	7.7991	6.2206	5.8522	5.5089	6.0267	6.5621	7.4171	6.5984	7.661	5.7184	9.4111	8.3319	8.8519	5.8008	6.9583	7.2886	6.9554	7.7043	7.4395	7.2068
U133A__PFDN4	6.2736	8.0407	8.5755	9.9712	7.5744	7.8459	6.6001	7.3549	5.76	8.5312	7.8556	7.8759	7.2268	6.9091	7.9864	8.1208	7.2717	7.9155	10.2674	10.3283	8.4414	8.3553	7.0275	6.9578	6.7379	8.3906	6.4956	8.1635	7.6051	6.7373	7.2441	6.3582	7.2095	8.4608	6.8423	7.7724
Meth__cg15043975__RASSF1	0.11396	0.12291	0.1699	0.16085	0.15702	0.17033	0.13314	0.084924	0.4897	0.53376	0.14084	0.40436	0.83477	0.43278	0.14124	0.10287	0.10449	0.10404	0.42663	0.12891	0.60659	0.12301	0.17912	0.11735	0.13471	0.13634	0.077685	0.077633	0.32139	0.10475	0.083465	0.075955	0.26568	0.17102	0.071496	0.092214
Meth__cg23353982__TBX6	0.054051	0.23143	0.10082	0.14865	0.11359	0.6726	0.11855	0.031043	0.10958	0.082542	0.27924	0.043307	0.35454	0.094031	0.22182	0.039068	0.04743	0.021326	0.05697	0.0661	0.055674	0.068956	0.043189	0.048411	0.067929	0.37144	0.046975	0.020725	0.058771	0.18547	0.0304	0.017509	0.033295	0.034913	0.02638	0.04066
Meth__cg22853986__TRMT12	0.077414	0.031619	0.11723	0.058888	0.039312	0.035669	0.039076	0.041813	0.19692	0.048198	0.046202	0.059352	0.22166	0.064555	0.042203	0.04186	0.13027	0.055261	0.037759	0.034843	0.039808	0.31224	0.050403	0.080944	0.42795	0.057625	0.04632	0.055252	0.10928	0.052447	0.035549	0.053586	0.053829	0.046031	0.051526	0.048347
Meth__cg11126134__FLJ14834	0.49219	0.044391	0.36515	0.63092	0.92931	0.37805	0.92519	0.93707	0.038121	0.88667	0.88224	0.082785	0.64771	0.040033	0.80812	0.56751	0.073362	0.043043	0.88332	0.89942	0.099468	0.25835	0.94123	0.076897	0.72564	0.074318	0.025935	0.027027	0.059445	0.94259	0.026234	0.28694	0.12527	0.053479	0.41325	0.37007
Meth__cg04755031__PNPLA5	0.43004	0.018248	0.97828	0.8007	0.96367	0.68655	0.55502	0.96751	0.061755	0.94508	0.384	0.57166	0.90365	0.04425	0.31444	0.25684	0.05536	0.13321	0.96445	0.97144	0.95623	0.13614	0.23552	0.04859	0.26538	0.039746	0.027687	0.051859	0.022291	0.072853	0.040543	0.50117	0.12674	0.72189	0.11423	0.73371
Meth__cg07766612__SLC30A2	0.097235	0.057366	0.97603	0.67438	0.31039	0.96101	0.9724	0.80279	0.067553	0.97712	0.97801	0.42163	0.95423	0.064363	0.97658	0.048441	0.085813	0.032636	0.97668	0.97483	0.94088	0.9239	0.50679	0.045019	0.961	0.11007	0.041624	0.03129	0.058625	0.57266	0.043583	0.97979	0.93831	0.053728	0.30124	0.18797
Meth__cg20537992__CDCA5	0.062385	0.050677	0.073813	0.33885	0.072364	0.58397	0.16003	0.25841	0.085333	0.3537	0.060498	0.34609	0.089779	0.085311	0.056829	0.070341	0.11528	0.047778	0.045327	0.060095	0.084135	0.41263	0.25063	0.11289	0.071369	0.077549	0.043338	0.049475	0.04786	0.21021	0.046313	0.055665	0.056749	0.56255	0.053769	0.062167
Meth__cg02293044__GAS2L1	0.049892	0.034499	0.76205	0.063633	0.074442	0.055323	0.49429	0.042724	0.050426	0.086557	0.046696	0.91737	0.056791	0.07527	0.13675	0.060378	0.28089	0.031995	0.26409	0.3257	0.12446	0.04469	0.59418	0.14174	0.11058	0.074515	0.030167	0.036728	0.04585	0.040131	0.18286	0.037624	0.052821	0.10993	0.040003	0.03087
U133A__TMSB15A	6.7814	5.6785	4.6347	5.9245	6.6978	7.4768	5.2008	5.4826	10.6595	4.8802	6.8064	4.787	5.1467	7.7815	4.8697	8.2732	4.5523	5.1726	4.6488	5.4541	6.1732	4.8599	7.0411	5.168	6.9616	4.8005	5.3907	4.4634	4.7684	5.8703	6.5029	4.698	5.3186	6.4729	6.5997	7.9462
Meth__cg06055013__ATRNL1	0.083411	0.076548	0.8255	0.07345	0.067823	0.090813	0.1229	0.069482	0.052013	0.07386	0.32991	0.11155	0.31223	0.071541	0.04508	0.080833	0.12275	0.56636	0.48094	0.22257	0.093793	0.51393	0.089732	0.12098	0.87821	0.12011	0.086954	0.5063	0.53823	0.047199	0.076563	0.39314	0.1206	0.066349	0.094039	0.071279
Meth__cg18495563__TCP11L1	0.067813	0.040544	0.86337	0.86297	0.38701	0.070909	0.81743	0.077956	0.84058	0.42045	0.065792	0.87246	0.3484	0.7951	0.047455	0.054177	0.13324	0.047823	0.17261	0.15134	0.087795	0.12409	0.63528	0.15179	0.44345	0.10452	0.038039	0.028584	0.18917	0.27652	0.65354	0.038823	0.057858	0.37937	0.18182	0.17655
U133A__TMEM45A	3.9251	5.6223	5.8104	3.8356	4.4014	7.0954	4.067	5.7298	5.2926	3.536	5.1283	8.9616	7.9155	6.9156	6.3791	5.8904	8.43	6.0737	3.7106	4.2822	6.6374	5.4727	3.5937	7.3845	4.0045	5.9107	7.7047	7.3691	5.9503	7.837	7.01	8.6357	3.6449	8.7797	4.7818	3.96
Meth__cg09863066__PVALB	0.55139	0.026047	0.88053	0.90552	0.77407	0.028381	0.80022	0.45807	0.01866	0.58916	0.14277	0.61833	0.67873	0.03794	0.18091	0.42688	0.029048	0.01573	0.72796	0.50286	0.21487	0.071677	0.7965	0.029702	0.42108	0.041721	0.027048	0.032773	0.020938	0.76926	0.098799	0.20548	0.082698	0.90555	0.494	0.50283
Meth__cg01351032__CIITA	0.23036	0.035263	0.65349	0.88831	0.83047	0.19094	0.66493	0.44094	0.097579	0.8078	0.71716	0.50665	0.76741	0.10176	0.43738	0.2345	0.1102	0.029429	0.42772	0.69627	0.85056	0.13443	0.6677	0.062677	0.21416	0.088222	0.035311	0.038196	0.047863	0.88051	0.17626	0.78325	0.46102	0.86145	0.4898	0.56267
Meth__cg01517728__SOCS6	0.063165	0.064927	0.14056	0.63591	0.45489	0.14418	0.11055	0.04923	0.13603	0.36531	0.16055	0.21572	0.19788	0.15042	0.088529	0.032442	0.10467	0.040738	0.3426	0.35403	0.16703	0.21252	0.26505	0.18712	0.83764	0.18107	0.069643	0.037995	0.37814	0.68449	0.091306	0.067374	0.18931	0.115	0.09775	0.43147
Meth__cg08300622__SCML2	0.5394	0.12846	0.16328	0.12808	0.39913	0.045729	0.095973	0.063393	0.059462	0.60997	0.055903	0.37315	0.43248	0.057708	0.050098	0.076931	0.41986	0.31721	0.054774	0.092505	0.24682	0.12461	0.40911	0.40204	0.40703	0.47735	0.49243	0.054874	0.50927	0.3225	0.051915	0.066801	0.084811	0.38717	0.32803	0.065877
Meth__cg08463485__ILDR1	0.068568	0.76778	0.90913	0.21569	0.40164	0.77032	0.17638	0.052549	0.82919	0.084474	0.86962	0.37368	0.49493	0.58766	0.86056	0.51124	0.14138	0.066164	0.50987	0.21247	0.45662	0.68018	0.063174	0.084468	0.14954	0.34588	0.36047	0.059145	0.76716	0.50855	0.13316	0.053258	0.07559	0.067915	0.071669	0.40014
Meth__cg07448499__CTSH	0.083849	0.45002	0.086418	0.3481	0.16731	0.4902	0.64087	0.10888	0.076454	0.11554	0.093154	0.10081	0.12319	0.11014	0.10981	0.08985	0.094523	0.13918	0.31157	0.12256	0.41827	0.30371	0.55621	0.17661	0.19431	0.14369	0.09067	0.052864	0.093978	0.48334	0.064184	0.1009	0.17504	0.087278	0.077933	0.12365
Meth__cg20839149__SH2D2A	0.096749	0.056931	0.14129	0.30143	0.51643	0.70924	0.29303	0.13897	0.076653	0.10487	0.49311	0.42082	0.33941	0.088864	0.33205	0.73804	0.093495	0.094381	0.62748	0.63744	0.15071	0.42154	0.62426	0.04162	0.32457	0.17495	0.12274	0.052655	0.12959	0.43072	0.046703	0.43073	0.31379	0.4742	0.36011	0.4825
Meth__cg10999429__ACVRL1	0.037431	0.018575	0.079092	0.21001	0.073447	0.043017	0.04854	0.51682	0.3533	0.029854	0.45684	0.3295	0.091968	0.22276	0.12391	0.10588	0.025773	0.014509	0.051903	0.06923	0.048813	0.095569	0.041179	0.032978	0.063712	0.026466	0.028967	0.13284	0.022723	0.050522	0.022336	0.043972	0.045827	0.023879	0.020012	0.023508
U133A__ALDH4A1	6.0591	7.4246	6.5647	8.3471	6.7169	6.082	7.9374	5.962	6.3012	7.4468	6.466	7.1706	5.8314	7.2935	6.2652	5.8633	7.3004	6.2349	6.5478	7.738	6.0012	5.8512	7.521	6.2685	9.9506	7.4964	5.9475	6.3586	5.7202	7.4961	6.7301	6.5002	7.6683	7.696	7.7586	7.7793
Meth__cg07602200__P2RX7	0.078026	0.32182	0.94244	0.94594	0.88335	0.64226	0.1684	0.11229	0.065236	0.93884	0.39121	0.12187	0.71363	0.061961	0.27533	0.73246	0.20923	0.055628	0.95215	0.94057	0.18997	0.43207	0.9078	0.061715	0.75777	0.29371	0.40647	0.09254	0.051747	0.71123	0.069738	0.6944	0.35026	0.90944	0.78889	0.84394
U133A__CBX1	8.4414	6.701	8.4954	8.128	8.569	8.3009	8.5655	8.5777	8.5155	8.4208	8.4249	8.1699	8.0173	8.5637	8.7994	9.1475	7.7093	7.9956	9.3734	9.1815	8.3982	8.7068	9.3827	7.8836	9.1379	6.7832	8.6748	7.5322	8.0114	7.2854	8.7875	8.6622	8.8604	8.3903	8.4396	8.951
U133A__EMP1	6.5915	6.3958	8.0958	5.0881	5.0017	7.0257	3.4401	8.7769	3.0985	3.053	3.4966	9.395	6.5596	6.9316	8.1768	7.9686	9.811	7.0502	3.0761	3.2399	5.1524	7.7947	4.2229	7.3056	3.2898	5.2264	7.5455	8.5932	7.733	3.5142	8.1899	7.6672	3.1839	6.04	3.7279	3.3071
Meth__cg23684521__SDFR1	0.043263	0.037542	0.2477	0.43203	0.2251	0.060692	0.09742	0.029661	0.56849	0.057319	0.035874	0.11359	0.33945	0.47597	0.04047	0.045709	0.047978	0.026283	0.21746	0.069692	0.055458	0.046656	0.24371	0.099825	0.099882	0.053973	0.030452	0.034759	0.039005	0.17711	0.05035	0.048672	0.059675	0.046409	0.049257	0.077074
Meth__cg15009813__TNFSF12	0.079967	0.4597	0.93734	0.73464	0.61806	0.82562	0.68262	0.9075	0.1114	0.11495	0.75463	0.18342	0.81221	0.13602	0.75319	0.074007	0.08395	0.048985	0.90015	0.9043	0.88452	0.10773	0.21099	0.089701	0.30854	0.38032	0.062595	0.54457	0.083368	0.72379	0.11169	0.89393	0.3275	0.091072	0.35155	0.81234
Meth__cg14500718__TMEM79	0.024168	0.025309	0.3327	0.25191	0.031167	0.83653	0.12149	0.27012	0.051766	0.031673	0.024602	0.12423	0.074283	0.052126	0.15513	0.42654	0.098695	0.017484	0.067961	0.046543	0.83811	0.51764	0.27512	0.035847	0.045958	0.045466	0.022665	0.030914	0.036151	0.47359	0.068036	0.36208	0.051384	0.23463	0.034298	0.021574
Meth__cg13686042__SBF1	0.06485	0.089095	0.12733	0.12409	0.11843	0.24261	0.087322	0.048635	0.04418	0.10393	0.089672	0.18506	0.19512	0.056491	0.20812	0.14685	0.08611	0.085718	0.19813	0.092376	0.51925	0.24416	0.11429	0.094009	0.099567	0.21524	0.052788	0.049274	0.059127	0.27112	0.052415	0.097941	0.098288	0.07951	0.052833	0.058541
Meth__cg21459867__IDUA	0.043531	0.50769	0.077306	0.31461	0.055027	0.71668	0.34124	0.85769	0.66708	0.06737	0.23881	0.53773	0.098246	0.6696	0.2607	0.075514	0.13846	0.03097	0.27771	0.085359	0.15572	0.042537	0.18194	0.061989	0.072471	0.09998	0.080513	0.02816	0.042856	0.52306	0.039989	0.26648	0.090174	0.27481	0.23044	0.043545
Meth__cg20506783__ARHGAP22	0.080574	0.045203	0.085122	0.27397	0.042998	0.6082	0.50588	0.078055	0.098136	0.046647	0.080696	0.13337	0.87171	0.078667	0.084636	0.036039	0.06193	0.040576	0.16199	0.11726	0.10373	0.06978	0.067502	0.053701	0.60789	0.063365	0.051066	0.040711	0.048281	0.101	0.043471	0.056718	0.081991	0.058315	0.067382	0.87971
Meth__cg25959506__RASD2	0.041023	0.04921	0.052126	0.47776	0.22305	0.43455	0.061449	0.030251	0.059206	0.12886	0.054138	0.063169	0.23813	0.051331	0.11589	0.039289	0.049648	0.081847	0.69882	0.24083	0.092595	0.072098	0.39831	0.086186	0.33491	0.081899	0.041252	0.045605	0.044943	0.042024	0.056129	0.0342	0.0479	0.071792	0.037816	0.050672
Meth__cg14030359__NDRG2	0.066477	0.10069	0.52713	0.14116	0.50248	0.22321	0.094848	0.064439	0.67889	0.1371	0.10743	0.10562	0.35096	0.43019	0.13714	0.1001	0.1281	0.1008	0.11698	0.114	0.11673	0.15416	0.1321	0.078824	0.18774	0.13388	0.067065	0.12528	0.10723	0.75414	0.093156	0.078958	0.15144	0.098732	0.1225	0.34166
Meth__cg16469386__SLC38A1	0.040919	0.048465	0.070759	0.045597	0.091279	0.97402	0.055911	0.03123	0.024554	0.043529	0.12036	0.037905	0.092973	0.028542	0.72011	0.55127	0.048631	0.024696	0.031701	0.060849	0.054347	0.068926	0.1767	0.049251	0.061717	0.040667	0.026424	0.024708	0.02666	0.026866	0.023749	0.020841	0.072289	0.029766	0.030144	0.032211
Meth__cg06866657__LHX6	0.40725	0.076259	0.38346	0.10046	0.05124	0.3637	0.23943	0.050374	0.069521	0.060367	0.15116	0.068691	0.34335	0.076902	0.049525	0.047575	0.12479	0.25989	0.21613	0.1653	0.056252	0.37772	0.066936	0.089161	0.76294	0.084665	0.056677	0.10425	0.42963	0.054616	0.057907	0.54514	0.035645	0.055604	0.19328	0.26024
U133A__GADD45A	5.3909	6.2445	7.9181	7.5063	5.2446	7.3392	5.1443	7.1551	6.8213	5.8339	6.7283	8.4893	7.405	5.0377	8.008	6.8747	8.2273	9.7214	5.0571	5.8846	7.5512	6.8579	6.8197	6.6866	6.5109	5.6789	8.471	7.4893	9.3585	5.2882	7.4148	7.1867	5.4167	6.9506	6.5311	5.8262
Meth__cg01282074__NKX2-5	0.17686	0.066015	0.32346	0.80104	0.4557	0.51228	0.82886	0.89391	0.11958	0.53276	0.51171	0.092417	0.54041	0.10102	0.06492	0.057899	0.1149	0.088694	0.72744	0.87743	0.75478	0.13407	0.12412	0.065654	0.43696	0.19845	0.10092	0.10231	0.095015	0.232	0.084321	0.24092	0.51186	0.80656	0.16214	0.68733
Meth__cg24891133__FLJ14834	0.074616	0.020355	0.42933	0.25908	0.72085	0.61114	0.65806	0.91216	0.023928	0.91239	0.95223	0.023076	0.37489	0.020014	0.61629	0.4037	0.061959	0.024246	0.78425	0.7095	0.050173	0.49897	0.86351	0.033887	0.80283	0.034795	0.01863	0.018953	0.055841	0.60859	0.023614	0.47313	0.050931	0.025819	0.17143	0.17611
Meth__cg03161839__ARHGEF1	0.029776	0.029312	0.21654	0.042661	0.30068	0.092332	0.067432	0.44848	0.031873	0.043526	0.033575	0.05344	0.041053	0.032322	0.13803	0.04688	0.10158	0.0308	0.031652	0.034415	0.038344	0.045608	0.1031	0.04455	0.061168	0.042493	0.0426	0.035414	0.031133	0.43437	0.039162	0.041321	0.071793	0.03696	0.030918	0.059095
Meth__cg14973995__TETRAN	0.055021	0.65865	0.98673	0.8608	0.060655	0.039377	0.62539	0.92902	0.13872	0.93403	0.053403	0.96721	0.84961	0.24983	0.50808	0.051399	0.31255	0.037743	0.11919	0.18089	0.78293	0.95172	0.94293	0.11947	0.10275	0.55446	0.027911	0.023811	0.037494	0.25889	0.85152	0.95301	0.22605	0.57316	0.045294	0.041544
Meth__cg08450982__NUMBL	0.34911	0.7255	0.96213	0.46797	0.073121	0.028599	0.67345	0.042684	0.81709	0.83687	0.035941	0.91946	0.8402	0.79815	0.052585	0.18753	0.067555	0.020236	0.49061	0.78696	0.36565	0.69894	0.83278	0.063981	0.92592	0.66398	0.027008	0.028536	0.02476	0.96024	0.86725	0.91098	0.3387	0.66122	0.31512	0.032274
Meth__cg20509080__ARHGEF3	0.036028	0.03429	0.061163	0.03638	0.035775	0.040703	0.047674	0.94139	0.030267	0.032663	0.04218	0.03574	0.067043	0.038226	0.040983	0.035712	0.051025	0.028221	0.047026	0.044025	0.048255	0.049657	0.030183	0.046318	0.10378	0.082521	0.029926	0.029197	0.029937	0.029108	0.038147	0.021931	0.15174	0.04053	0.028535	0.051533
Meth__cg21271753__TMPRSS6	0.86671	0.49855	0.8115	0.92521	0.89766	0.078594	0.65993	0.70067	0.03768	0.86466	0.33681	0.76466	0.85426	0.033462	0.268	0.44706	0.041503	0.023826	0.91706	0.92671	0.83386	0.43117	0.82939	0.050457	0.49035	0.32965	0.028834	0.046778	0.095556	0.88811	0.067583	0.23005	0.12993	0.93928	0.66753	0.64867
Meth__cg18484189__NALP10	0.53223	0.047513	0.78258	0.58826	0.43926	0.77646	0.31242	0.833	0.62713	0.74433	0.26471	0.83267	0.43718	0.48681	0.2525	0.52498	0.14613	0.1305	0.23996	0.1836	0.22468	0.24109	0.11409	0.031046	0.11547	0.080958	0.10457	0.1402	0.20938	0.43011	0.068544	0.21084	0.29418	0.71928	0.22414	0.2936
U133A__SORBS2	8.936	5.4961	5.4941	6.4401	5.4424	5.5175	5.5786	8.6285	5.6054	6.2198	6.3474	6.9047	5.4611	6.2066	6.4919	6.1776	7.7611	6.6186	5.7661	5.5938	6.9767	5.9303	6.5877	6.2867	5.633	5.5737	8.6789	5.8552	6.5495	7.5596	7.7492	6.8821	5.923	5.5824	6.4692	5.6689
Meth__cg20233029__B4GALNT2	0.08791	0.13606	0.85788	0.37841	0.39465	0.40053	0.092605	0.67229	0.1466	0.14591	0.85239	0.1545	0.27535	0.12992	0.52908	0.066029	0.20249	0.11264	0.14703	0.1416	0.19423	0.5722	0.27617	0.13254	0.38308	0.22649	0.056672	0.081369	0.12796	0.68418	0.11592	0.69819	0.32292	0.26261	0.14954	0.43792
Meth__cg00540544__CSRP1	0.052805	0.58463	0.06892	0.034001	0.24706	0.61403	0.065253	0.051289	0.60711	0.044918	0.55124	0.040902	0.12555	0.58394	0.045583	0.036929	0.073306	0.025514	0.67469	0.56619	0.51533	0.059426	0.057306	0.070176	0.13616	0.11627	0.034514	0.036143	0.020131	0.6876	0.032311	0.13467	0.11392	0.041238	0.055111	0.24582
