Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg00410921__CKMT1B	0.089636	0.10101	0.38112	0.87546	0.62827	0.55819	0.58514	0.29586	0.65872	0.77707	0.26545	0.72887	0.20597	0.84118	0.42691	0.061608	0.049283	0.75865	0.8718	0.46385	0.39861	0.137	0.50721	0.79296	0.24116	0.88056	0.4105	0.14437	0.07059	0.058082	0.65013	0.14275	0.04754	0.19861	0.13863	0.093878	0.057959
Meth__cg10878307__ATAD4	0.046624	0.041079	0.54091	0.03762	0.7577	0.043432	0.21978	0.089769	0.039549	0.80037	0.32463	0.28473	0.091713	0.46694	0.63814	0.10781	0.31145	0.036613	0.04696	0.049713	0.72719	0.028723	0.67566	0.038806	0.080973	0.05687	0.077839	0.84493	0.51846	0.80588	0.029428	0.040622	0.036481	0.087647	0.054895	0.039028	0.038377
Meth__cg07102705__HTR4	0.43928	0.015076	0.97587	0.69156	0.54811	0.71804	0.97699	0.018113	0.76283	0.63935	0.93674	0.53858	0.13335	0.039791	0.31391	0.030165	0.024775	0.22476	0.51853	0.3596	0.33336	0.56007	0.77642	0.26399	0.020838	0.76264	0.052542	0.71436	0.037525	0.04354	0.94685	0.061746	0.68262	0.25524	0.021938	0.52498	0.19737
Meth__cg26759551__FBP1	0.037542	0.96929	0.96367	0.026255	0.96607	0.67537	0.98908	0.28755	0.019055	0.97314	0.0682	0.94933	0.44114	0.98024	0.70311	0.19441	0.058393	0.026246	0.027501	0.019998	0.97171	0.021489	0.93345	0.037327	0.051897	0.43419	0.66861	0.024259	0.021974	0.02459	0.047393	0.027083	0.023664	0.05178	0.042132	0.022171	0.47083
Meth__cg24371157__PDCD4	0.037293	0.036518	0.70389	0.043776	0.048147	0.046362	0.036602	0.057385	0.062081	0.049714	0.054293	0.4906	0.07121	0.048697	0.15137	0.06501	0.035686	0.039228	0.045381	0.22202	0.039812	0.058642	0.068499	0.04663	0.04699	0.051958	0.078257	0.025666	0.028157	0.043668	0.1997	0.13097	0.040118	0.051364	0.033665	0.032428	0.035241
Meth__cg10334385__FLJ25143	0.054465	0.041529	0.3056	0.19631	0.15312	0.066189	0.067143	0.05887	0.091413	0.65056	0.12335	0.11695	0.068849	0.059345	0.10228	0.11912	0.072413	0.063988	0.065486	0.23955	0.069517	0.051784	0.10853	0.054522	0.10444	0.25763	0.091154	0.058495	0.083418	0.099745	0.10179	0.082429	0.11171	0.09208	0.28828	0.060171	0.061493
Meth__cg25433648__S100A14	0.03044	0.026604	0.10647	0.16025	0.94223	0.055891	0.30945	0.45602	0.26354	0.83972	0.045571	0.050158	0.4016	0.12497	0.95036	0.03351	0.93421	0.097126	0.1801	0.92804	0.92799	0.12793	0.92623	0.04067	0.063969	0.074511	0.047159	0.94661	0.040479	0.94406	0.029319	0.025748	0.029064	0.59538	0.046193	0.045928	0.031767
Meth__cg27560922__ARHGDIG	0.16737	0.047577	0.81606	0.048861	0.84785	0.74232	0.6708	0.04462	0.057611	0.9274	0.56457	0.87597	0.06065	0.12675	0.052203	0.13806	0.055768	0.080424	0.059566	0.30669	0.1545	0.12428	0.81363	0.055264	0.1025	0.79672	0.08571	0.055151	0.062751	0.041726	0.091815	0.056005	0.44915	0.088407	0.076499	0.073966	0.057767
Meth__cg09667582__UBE2Q2	0.096486	0.075549	0.76302	0.10243	0.56876	0.087703	0.14438	0.087855	0.12456	0.083176	0.47946	0.31429	0.097936	0.19627	0.268	0.2716	0.14835	0.052646	0.057712	0.36097	0.088301	0.16282	0.78959	0.067882	0.11121	0.21007	0.1716	0.052229	0.074174	0.14914	0.40783	0.086717	0.088505	0.20277	0.12924	0.09515	0.45619
Meth__cg04826883__CA12	0.053487	0.044893	0.91769	0.073327	0.28764	0.060846	0.48451	0.049541	0.057845	0.2047	0.13567	0.55145	0.059812	0.41783	0.05145	0.094176	0.041344	0.037237	0.055542	0.060866	0.20079	0.046762	0.10799	0.050012	0.13854	0.10267	0.077658	0.055097	0.059144	0.0443	0.11477	0.045013	0.15049	0.08716	0.046126	0.051772	0.043272
Meth__cg23499129__MGC35308	0.15067	0.045932	0.8602	0.12326	0.88508	0.84744	0.68312	0.09588	0.56578	0.95797	0.07829	0.36426	0.074696	0.91067	0.073658	0.096783	0.13224	0.83879	0.92222	0.16999	0.87674	0.61327	0.74105	0.067702	0.23971	0.9095	0.050177	0.077898	0.056485	0.062591	0.083574	0.047281	0.82258	0.86293	0.073425	0.069667	0.065076
Meth__cg11903151__LOC388152	0.049133	0.036669	0.48203	0.066246	0.14697	0.071252	0.37162	0.054044	0.061102	0.053338	0.15445	0.30268	0.051105	0.045463	0.050499	0.10964	0.050249	0.03707	0.049587	0.29058	0.083598	0.046689	0.39301	0.22806	0.058655	0.10948	0.056618	0.042	0.044933	0.046028	0.27263	0.058279	0.15419	0.05924	0.047941	0.058104	0.07692
Meth__cg10189695__GPR78	0.038341	0.038164	0.067359	0.039971	0.85632	0.048653	0.28214	0.030642	0.037196	0.48693	0.5546	0.14212	0.040233	0.040379	0.32935	0.080673	0.89762	0.057822	0.045559	0.032963	0.093041	0.030703	0.93888	0.053009	0.064763	0.6487	0.058447	0.032754	0.04257	0.52402	0.024228	0.029247	0.034336	0.051862	0.041443	0.035034	0.043472
Meth__cg03972838__FLJ20232	0.028581	0.017815	0.020966	0.021194	0.6982	0.020481	0.68681	0.021515	0.022309	0.44842	0.05059	0.041092	0.019283	0.22533	0.95374	0.020229	0.083936	0.062454	0.17862	0.48301	0.68524	0.22966	0.53528	0.083977	0.062417	0.024011	0.022876	0.019499	0.17901	0.025816	0.4774	0.016249	0.014743	0.037481	0.04039	0.023372	0.023045
Meth__cg21553524__MGC33926	0.086806	0.010779	0.98333	0.010694	0.97572	0.71757	0.60544	0.011836	0.015707	0.73188	0.048641	0.85713	0.012489	0.023074	0.021875	0.012613	0.013514	0.98738	0.97631	0.19372	0.23396	0.5681	0.97466	0.013873	0.044646	0.95806	0.031951	0.014073	0.014499	0.064597	0.19608	0.016598	0.56866	0.042459	0.018183	0.11393	0.27407
Meth__cg00655307__ESR1	0.032101	0.017673	0.04616	0.038249	0.12369	0.043188	0.94207	0.030673	0.028457	0.82135	0.096178	0.86922	0.021974	0.83422	0.054121	0.048789	0.034307	0.15096	0.024875	0.021611	0.13478	0.035301	0.54272	0.030584	0.048395	0.053378	0.052716	0.033003	0.036515	0.13206	0.12319	0.023781	0.2149	0.10203	0.032647	0.063696	0.037287
Meth__cg27324619__PIB5PA	0.047257	0.043591	0.094461	0.047492	0.12244	0.047148	0.16717	0.047999	0.0649	0.11139	0.07087	0.074558	0.046968	0.060777	0.060336	0.060397	0.054293	0.053668	0.085555	0.049231	0.78296	0.048124	0.075022	0.04459	0.11672	0.081483	0.070625	0.076199	0.054197	0.07682	0.02863	0.05745	0.041031	0.10701	0.057936	0.044118	0.04228
Meth__cg01284619__HCN2	0.30017	0.048357	0.18249	0.19783	0.39067	0.045976	0.030622	0.036318	0.036095	0.10012	0.13306	0.64599	0.03639	0.07208	0.2863	0.12604	0.081077	0.075137	0.075927	0.12211	0.62411	0.025182	0.46125	0.054039	0.10778	0.36696	0.056931	0.031285	0.076365	0.051942	0.12019	0.047445	0.059081	0.03752	0.044795	0.044953	0.034558
Meth__cg07895149__FAM26B	0.024053	0.017872	0.97088	0.26578	0.9813	0.37536	0.022961	0.03159	0.025056	0.89114	0.59652	0.96238	0.32423	0.97939	0.031902	0.28168	0.016272	0.016528	0.027764	0.020505	0.27937	0.035636	0.97805	0.040152	0.047803	0.97512	0.10285	0.027076	0.019053	0.97741	0.027036	0.76039	0.013936	0.96739	0.024827	0.21542	0.035959
Meth__cg15095327__IL17RE	0.043641	0.050845	0.20318	0.048744	0.83814	0.069404	0.11624	0.074411	0.055282	0.75355	0.08564	0.10955	0.072375	0.054397	0.794	0.10376	0.48599	0.39975	0.38583	0.86714	0.80469	0.05485	0.52734	0.062282	0.13768	0.77963	0.098734	0.35929	0.23003	0.79736	0.047811	0.041318	0.063932	0.084012	0.054134	0.057524	0.076272
Meth__cg24204740__RWDD2	0.03729	0.024894	0.078553	0.043007	0.056048	0.047185	0.050492	0.03442	0.036141	0.064186	0.056356	0.1102	0.041547	0.037664	0.042049	0.1334	0.070362	0.031439	0.031843	0.39355	0.078264	0.034157	0.14212	0.039813	0.063894	0.089588	0.074896	0.04316	0.042104	0.18431	0.037434	0.028196	0.030599	0.085124	0.052283	0.038238	0.042407
Meth__cg10918202__BAALC	0.10975	0.064619	0.97706	0.42254	0.95743	0.95832	0.60031	0.032097	0.072132	0.85239	0.35475	0.81139	0.082532	0.20623	0.19251	0.13856	0.19962	0.92956	0.60084	0.55204	0.063076	0.13485	0.9222	0.46875	0.038511	0.95832	0.16976	0.12011	0.085302	0.3778	0.43844	0.05026	0.94694	0.065863	0.070004	0.43982	0.57864
Meth__cg09891761__F5	0.063808	0.028204	0.26232	0.55172	0.11751	0.074899	0.60892	0.035797	0.057894	0.059632	0.072843	0.6261	0.04346	0.082137	0.052847	0.10367	0.036325	0.039254	0.055695	0.93276	0.1355	0.03158	0.19273	0.069568	0.049314	0.14117	0.062014	0.12096	0.041476	0.049101	0.75906	0.036649	0.29723	0.07645	0.054484	0.043936	0.069037
Meth__cg22085335__KCNF1	0.032211	0.030268	0.41356	0.040613	0.87547	0.04045	0.12298	0.033125	0.031099	0.045822	0.044732	0.12482	0.03859	0.042101	0.04415	0.059556	0.26687	0.032109	0.042747	0.075277	0.040352	0.037885	0.29105	0.037592	0.056552	0.59915	0.040237	0.047174	0.045532	0.044404	0.028674	0.041855	0.13647	0.051467	0.036041	0.041373	0.038447
Meth__cg06023257__GAB2	0.02621	0.039296	0.31432	0.072996	0.4323	0.51052	0.056091	0.023484	0.1023	0.22371	0.036277	0.27059	0.029087	0.52117	0.051717	0.077693	0.021551	0.11625	0.034183	0.10984	0.039764	0.37123	0.66093	0.038974	0.068157	0.5831	0.059994	0.066581	0.029387	0.043053	0.38825	0.024611	0.14613	0.11043	0.025373	0.35641	0.11151
Meth__cg13912204__SLC19A2	0.036909	0.032283	0.047912	0.037579	0.045476	0.046609	0.032568	0.035287	0.048432	0.040895	0.04617	0.15066	0.049156	0.04444	0.040958	0.084264	0.034227	0.038808	0.037871	0.051247	0.32843	0.029673	0.071075	0.045392	0.082426	0.1346	0.10947	0.034648	0.037269	0.046328	0.044697	0.037302	0.025985	0.068672	0.037163	0.032246	0.035476
Meth__cg05477024__KIAA1804	0.042171	0.05547	0.054894	0.7115	0.95555	0.38025	0.1294	0.099291	0.10481	0.12273	0.12661	0.1409	0.083836	0.04945	0.36513	0.15555	0.72905	0.16474	0.090833	0.077069	0.62023	0.047776	0.415	0.072545	0.12454	0.93919	0.13434	0.062241	0.043208	0.15847	0.13379	0.056759	0.080794	0.093571	0.081494	0.12233	0.14707
Meth__cg05333568__C1orf65	0.46178	0.059808	0.548	0.093281	0.68964	0.34994	0.36153	0.035908	0.044402	0.34228	0.63338	0.60161	0.051369	0.40152	0.045705	0.097986	0.080051	0.26048	0.41609	0.55022	0.57927	0.072655	0.48591	0.063703	0.052701	0.20953	0.063744	0.067459	0.075225	0.093097	0.28109	0.047484	0.34182	0.096569	0.040163	0.09701	0.13602
Meth__cg21602160__AOC3	0.11882	0.10507	0.35813	0.52162	0.34316	0.16892	0.82081	0.37593	0.18767	0.29037	0.78503	0.27364	0.25571	0.20615	0.44181	0.16472	0.073569	0.12156	0.14726	0.69782	0.55568	0.21367	0.32335	0.31855	0.11785	0.24326	0.10149	0.12325	0.28906	0.13469	0.58488	0.10513	0.14666	0.056917	0.14286	0.11211	0.092162
Meth__cg11016563__TRPC6	0.074752	0.072237	0.80122	0.68573	0.65016	0.87833	0.90781	0.064943	0.065175	0.77658	0.16054	0.69247	0.074872	0.55544	0.081487	0.1424	0.20693	0.095809	0.074639	0.074801	0.099745	0.1644	0.71791	0.081004	0.13747	0.82567	0.16752	0.062552	0.48384	0.11025	0.84434	0.082779	0.78354	0.36701	0.10557	0.31503	0.73908
Meth__cg19220586__CREG1	0.050464	0.04129	0.065038	0.050458	0.52486	0.051353	0.089608	0.040086	0.055195	0.069853	0.069912	0.065387	0.044057	0.052157	0.06568	0.13188	0.46558	0.034264	0.065688	0.06118	0.1325	0.035552	0.58325	0.05841	0.086374	0.14101	0.071048	0.056792	0.047212	0.041216	0.062185	0.040141	0.042547	0.18355	0.050488	0.058124	0.046195
Meth__cg20286200__EYA4	0.050959	0.018715	0.85539	0.46176	0.71959	0.95632	0.74286	0.027596	0.044023	0.047045	0.048746	0.32227	0.028874	0.053579	0.20209	0.057959	0.42261	0.43328	0.029586	0.94164	0.043753	0.018064	0.64347	0.030917	0.030231	0.93523	0.059421	0.017442	0.020717	0.98558	0.028118	0.016879	0.81501	0.94055	0.78014	0.04889	0.033145
Meth__cg02197293__FBXO27	0.17585	0.54089	0.12411	0.92084	0.92746	0.91801	0.069474	0.090888	0.86491	0.73878	0.52228	0.85423	0.26581	0.91794	0.092248	0.11782	0.27599	0.090925	0.49539	0.89912	0.93735	0.39137	0.30155	0.27511	0.287	0.87348	0.3183	0.1284	0.11144	0.87683	0.12801	0.73332	0.3258	0.1666	0.083194	0.2002	0.79184
Meth__cg20807545__ADAMTS18	0.07786	0.057228	0.48839	0.068917	0.67129	0.063842	0.92873	0.16708	0.3482	0.89193	0.9043	0.39993	0.13968	0.85419	0.22262	0.11235	0.5143	0.075929	0.070913	0.8886	0.35163	0.8501	0.57753	0.1078	0.14605	0.87322	0.090043	0.16798	0.89192	0.75129	0.35375	0.050696	0.33851	0.11401	0.13589	0.64761	0.45957
Meth__cg08274234__SEMA3E	0.085265	0.044997	0.10623	0.075937	0.91509	0.15701	0.90695	0.40145	0.071748	0.56351	0.14329	0.12127	0.36576	0.30222	0.064244	0.17083	0.67295	0.06995	0.061916	0.82206	0.064278	0.060073	0.15993	0.090002	0.12039	0.8938	0.15004	0.081272	0.51741	0.43125	0.41549	0.042068	0.068062	0.32359	0.091432	0.089763	0.061524
Meth__cg15952487__CD1B	0.27438	0.072705	0.091175	0.13806	0.074874	0.080741	0.094737	0.18166	0.10217	0.10027	0.068672	0.11914	0.13882	0.062033	0.064368	0.12495	0.074458	0.062592	0.20631	0.097916	0.09888	0.60156	0.13841	0.10241	0.16562	0.27382	0.1732	0.078906	0.097504	0.088953	0.066371	0.061657	0.093637	0.10665	0.084911	0.36496	0.25602
Meth__cg17838026__KCNC3	0.039778	0.020234	0.046164	0.034412	0.95736	0.94478	0.066536	0.40075	0.033927	0.58873	0.97543	0.037687	0.55254	0.033894	0.065316	0.43279	0.53241	0.082478	0.037431	0.53901	0.051689	0.019802	0.82229	0.59663	0.43788	0.95186	0.037196	0.025313	0.02291	0.043229	0.028939	0.80664	0.034307	0.057792	0.036509	0.031398	0.026985
Meth__cg13878010__ADCY5	0.28851	0.081988	0.84262	0.32477	0.95262	0.11467	0.15709	0.074984	0.07122	0.96306	0.096111	0.16327	0.091679	0.084393	0.14888	0.19699	0.26777	0.057141	0.096492	0.053878	0.080327	0.051066	0.90008	0.20339	0.20926	0.54582	0.11891	0.077381	0.24991	0.45188	0.32738	0.071125	0.045446	0.10156	0.064865	0.067273	0.085375
Meth__cg03038003__C1orf165	0.053777	0.03396	0.67043	0.049291	0.68272	0.3627	0.41885	0.029577	0.053962	0.16112	0.90285	0.5918	0.072294	0.3324	0.061953	0.068182	0.12557	0.052471	0.039383	0.038825	0.08679	0.17159	0.91686	0.036735	0.084344	0.67321	0.051274	0.039963	0.037794	0.12076	0.80133	0.037122	0.97947	0.097834	0.3715	0.52918	0.23681
Meth__cg15890111__ABAT	0.037751	0.047135	0.053596	0.051714	0.066382	0.047488	0.082711	0.045136	0.036169	0.051355	0.1049	0.42828	0.049943	0.053236	0.053234	0.046959	0.039561	0.027197	0.048505	0.051022	0.051556	0.04145	0.16521	0.049033	0.052709	0.070564	0.10329	0.041161	0.041729	0.045038	0.057036	0.04769	0.042616	0.092536	0.044377	0.039035	0.040312
Meth__cg02298008__RAB39B	0.15791	0.045931	0.94735	0.93266	0.078589	0.93239	0.36331	0.044234	0.041493	0.93111	0.35221	0.9317	0.34704	0.42699	0.52363	0.26662	0.64557	0.03693	0.053385	0.47017	0.44053	0.46933	0.89591	0.68902	0.085989	0.91525	0.081628	0.10285	0.069743	0.10072	0.19078	0.93712	0.95667	0.08483	0.54927	0.55151	0.053087
Meth__cg09786221__MYL9	0.089074	0.26012	0.19419	0.98623	0.26953	0.023463	0.010076	0.9744	0.02658	0.47223	0.87483	0.97765	0.74925	0.029769	0.01271	0.026901	0.010961	0.99165	0.99037	0.90072	0.021865	0.53642	0.029028	0.96654	0.028406	0.6413	0.30783	0.092636	0.0099472	0.021707	0.14296	0.0085721	0.99346	0.021616	0.018933	0.67292	0.98647
Meth__cg24408313__BCL2	0.092924	0.26644	0.85352	0.05112	0.89925	0.072043	0.85645	0.73872	0.044376	0.88951	0.86823	0.75592	0.66092	0.89026	0.91772	0.6388	0.68451	0.13241	0.07515	0.1425	0.88796	0.1239	0.90598	0.066455	0.076456	0.08786	0.20824	0.50751	0.63588	0.93945	0.63184	0.044232	0.16185	0.08773	0.45824	0.070443	0.10098
Meth__cg01172899__SLC16A14	0.058537	0.38384	0.34659	0.11106	0.86698	0.11523	0.17485	0.071455	0.21945	0.12243	0.35792	0.77848	0.10135	0.44428	0.13639	0.10199	0.39893	0.53061	0.20053	0.23113	0.86897	0.08361	0.5538	0.089871	0.12688	0.17717	0.34775	0.63182	0.093569	0.6174	0.22436	0.11467	0.44468	0.14427	0.45268	0.096006	0.15851
Meth__cg04394967__RDH12	0.10447	0.034143	0.51142	0.60722	0.093908	0.11532	0.91458	0.066885	0.19556	0.84854	0.27881	0.48499	0.049318	0.19489	0.097137	0.066573	0.064413	0.1404	0.14895	0.59059	0.23227	0.060387	0.62245	0.12359	0.061224	0.46441	0.055994	0.053012	0.27295	0.080227	0.50099	0.029023	0.22437	0.15966	0.16559	0.22427	0.16462
Meth__cg07947930__PRELP	0.071486	0.059942	0.80974	0.049466	0.3019	0.081853	0.10897	0.21375	0.12068	0.17468	0.31818	0.50206	0.11258	0.10712	0.30012	0.10647	0.26646	0.057208	0.050774	0.11247	0.6021	0.057294	0.303	0.1002	0.13788	0.046347	0.17596	0.54051	0.10003	0.15366	0.17886	0.071328	0.12723	0.13558	0.05361	0.098588	0.060339
Meth__cg24921089__AMPD3	0.57167	0.44068	0.18457	0.065099	0.64503	0.056171	0.29428	0.045497	0.1003	0.43117	0.0355	0.7508	0.48018	0.84268	0.043508	0.074582	0.74292	0.58756	0.55025	0.87365	0.85797	0.10173	0.49597	0.041634	0.06026	0.13649	0.31561	0.051028	0.035349	0.48764	0.55292	0.039406	0.86764	0.044636	0.043001	0.036169	0.045103
Meth__cg22375192__IGF1R	0.028776	0.084317	0.026505	0.022384	0.066515	0.034949	0.024074	0.97802	0.025335	0.027419	0.030464	0.056968	0.83428	0.023813	0.020336	0.10245	0.023386	0.033274	0.025055	0.024125	0.032322	0.39485	0.054197	0.030384	0.087121	0.03268	0.049093	0.84217	0.015195	0.012787	0.017347	0.02185	0.019366	0.06531	0.036448	0.036613	0.030418
Meth__cg01471384__DKK2	0.038206	0.025074	0.39152	0.87201	0.42722	0.83099	0.60886	0.026119	0.03863	0.58259	0.19359	0.84392	0.16751	0.39078	0.026231	0.053422	0.020086	0.23545	0.25312	0.82292	0.049857	0.26134	0.64714	0.57317	0.115	0.49955	0.051541	0.02586	0.037982	0.58231	0.41957	0.073963	0.45388	0.044459	0.37507	0.30745	0.30235
Meth__cg21493583__CRIPT	0.086585	0.10311	0.77471	0.18961	0.77284	0.2087	0.4955	0.14688	0.11081	0.43232	0.26204	0.30274	0.2717	0.37887	0.15299	0.20542	0.10375	0.091823	0.19679	0.10936	0.24198	0.26701	0.54788	0.50618	0.23717	0.18001	0.10663	0.063017	0.08414	0.32558	0.82393	0.17863	0.55285	0.26007	0.15832	0.11746	0.17199
Meth__cg07980518__RNF152	0.049748	0.20888	0.92448	0.054429	0.79212	0.065632	0.12958	0.51339	0.099404	0.78851	0.73207	0.53314	0.58202	0.69517	0.30063	0.57851	0.48622	0.063486	0.062046	0.050014	0.88877	0.041608	0.8304	0.081434	0.1214	0.084598	0.12022	0.062988	0.13178	0.65036	0.058145	0.038786	0.052393	0.081633	0.070951	0.049016	0.074221
Meth__cg23686014__TFPI2	0.060061	0.41559	0.58974	0.16057	0.049021	0.31365	0.7994	0.031557	0.047166	0.726	0.054173	0.71434	0.0429	0.81227	0.15488	0.12303	0.53971	0.18185	0.14033	0.13139	0.20424	0.043446	0.14544	0.057912	0.11258	0.59586	0.1683	0.037266	0.048627	0.5534	0.08949	0.055335	0.90179	0.78502	0.057885	0.052924	0.13391
Meth__cg23447996__SYK	0.13343	0.095417	0.10393	0.14174	0.55392	0.37867	0.55779	0.084544	0.10152	0.7121	0.168	0.098669	0.114	0.17038	0.43939	0.10948	0.085471	0.14679	0.096425	0.57126	0.41967	0.23115	0.34617	0.2493	0.17959	0.84099	0.26182	0.11554	0.30635	0.23107	0.75598	0.061028	0.15646	0.11242	0.08708	0.1058	0.12679
Meth__cg25153340__PLEKHK1	0.048699	0.034652	0.082032	0.096752	0.80658	0.055659	0.06583	0.092346	0.030835	0.060547	0.1012	0.11134	0.093392	0.049413	0.063568	0.086985	0.25701	0.055185	0.043381	0.064338	0.079051	0.044312	0.14695	0.059496	0.10389	0.072682	0.042382	0.031792	0.046117	0.26628	0.13405	0.035862	0.038959	0.043073	0.050485	0.040718	0.052228
Meth__cg05820087__ATP13A4	0.11772	0.092339	0.82356	0.11928	0.32099	0.81292	0.84996	0.74457	0.10542	0.72547	0.21363	0.72403	0.41463	0.60686	0.38771	0.24422	0.074251	0.40561	0.16886	0.81942	0.22899	0.076696	0.33599	0.13846	0.19884	0.62622	0.24858	0.80119	0.40069	0.11219	0.33045	0.109	0.23072	0.10437	0.10123	0.14329	0.092671
Meth__cg23696834__GNMT	0.04329	0.029849	0.055872	0.037572	0.92639	0.042716	0.065705	0.029387	0.040277	0.2738	0.033355	0.099523	0.044029	0.029772	0.03954	0.10053	0.63321	0.027718	0.040101	0.039399	0.90656	0.026025	0.84646	0.03602	0.050961	0.099786	0.066837	0.27245	0.030988	0.094434	0.038535	0.030219	0.045157	0.061272	0.040513	0.037318	0.046433
Meth__cg00910067__SLC7A10	0.089718	0.040066	0.89636	0.40303	0.85569	0.3011	0.37025	0.13343	0.19514	0.84059	0.098422	0.83527	0.11129	0.76737	0.161	0.10741	0.062435	0.84157	0.6575	0.28327	0.58646	0.50597	0.73893	0.25924	0.039404	0.81522	0.064539	0.11343	0.087924	0.23914	0.086224	0.049898	0.71674	0.094464	0.17835	0.097774	0.34671
Meth__cg26781150__GLOXD1	0.051858	0.035499	0.97367	0.29698	0.66578	0.54932	0.54701	0.034738	0.29875	0.036812	0.041419	0.95902	0.32894	0.94641	0.032985	0.085964	0.11921	0.42614	0.044882	0.97289	0.35953	0.040702	0.92716	0.94848	0.070003	0.93875	0.046899	0.31706	0.033208	0.28347	0.96768	0.84592	0.5078	0.92411	0.043568	0.948	0.94259
Meth__cg12406559__ZNF532	0.91344	0.93042	0.23596	0.86113	0.065192	0.83474	0.076037	0.7128	0.83341	0.12665	0.16352	0.19673	0.69876	0.1885	0.032781	0.11551	0.073847	0.89921	0.91448	0.93584	0.13701	0.88756	0.19709	0.47903	0.32182	0.24529	0.91357	0.10545	0.050257	0.067582	0.9119	0.12405	0.9	0.16723	0.39293	0.34716	0.78647
Meth__cg25946389__MGMT	0.13481	0.054363	0.089186	0.089348	0.85911	0.07045	0.12589	0.032555	0.34345	0.31759	0.23437	0.40713	0.050419	0.059618	0.073203	0.10473	0.046331	0.056078	0.34657	0.52728	0.20781	0.088335	0.7252	0.51518	0.08872	0.4962	0.10458	0.04101	0.049504	0.44532	0.15239	0.070924	0.42846	0.061298	0.047263	0.20401	0.048314
Meth__cg01410472__CRISPLD1	0.0654	0.043874	0.85681	0.60379	0.43457	0.67575	0.1153	0.027772	0.2652	0.055383	0.23167	0.7894	0.30728	0.054689	0.060168	0.17469	0.047962	0.26307	0.054295	0.16215	0.25566	0.04105	0.50885	0.65428	0.46549	0.8487	0.059264	0.034384	0.042865	0.082939	0.55141	0.35484	0.82948	0.05	0.46402	0.028972	0.050342
Meth__cg17543123__PLEKHF1	0.056017	0.046271	0.082178	0.27992	0.56697	0.072433	0.035367	0.044559	0.07091	0.23199	0.057095	0.1206	0.041478	0.065721	0.63501	0.081892	0.37715	0.13902	0.33162	0.16261	0.18072	0.065825	0.12688	0.38569	0.13435	0.12006	0.11523	0.044064	0.046175	0.59841	0.16088	0.039887	0.036307	0.11093	0.053191	0.055959	0.059006
Meth__cg10089145__ST14	0.052903	0.040949	0.04377	0.048485	0.98145	0.04834	0.054344	0.030126	0.039968	0.55556	0.040448	0.072952	0.031604	0.029579	0.06011	0.069911	0.35233	0.031325	0.045831	0.060033	0.72278	0.042011	0.92687	0.043287	0.050962	0.057475	0.053735	0.085894	0.044167	0.13771	0.028741	0.027478	0.02614	0.060724	0.036482	0.036525	0.035284
Meth__cg25903497__TMBIM1	0.030789	0.043587	0.032583	0.46013	0.032991	0.03177	0.036011	0.2879	0.037958	0.029433	0.045827	0.065279	0.42427	0.029681	0.026454	0.079587	0.026983	0.98126	0.9723	0.14092	0.038021	0.50782	0.074249	0.036508	0.044953	0.70521	0.11217	0.029715	0.030727	0.029772	0.030998	0.030242	0.028102	0.086848	0.043671	0.035762	0.043336
Meth__cg00886554__NMU	0.052061	0.045396	0.39432	0.054332	0.81442	0.065873	0.038739	0.054273	0.059111	0.28759	0.077259	0.10469	0.065725	0.053453	0.043094	0.13773	0.34715	0.052267	0.065622	0.057099	0.079849	0.033163	0.08396	0.06221	0.07137	0.13264	0.11228	0.03361	0.05819	0.36709	0.057534	0.047193	0.048995	0.19651	0.047651	0.047111	0.051769
Meth__cg27140220__PKIA	0.24741	0.055532	0.49938	0.056835	0.64647	0.34006	0.65949	0.048621	0.33027	0.79701	0.13609	0.59275	0.058787	0.065669	0.071594	0.20538	0.032894	0.46182	0.40553	0.78997	0.071264	0.053381	0.064982	0.059254	0.09446	0.80284	0.060542	0.046154	0.061299	0.062752	0.25456	0.045929	0.4744	0.39487	0.051689	0.23381	0.18242
Meth__cg18592307__WDR76	0.028492	0.020354	0.029568	0.086969	0.016201	0.020048	0.018051	0.22982	0.030842	0.016546	0.020237	0.03021	0.18886	0.030153	0.023155	0.028783	0.013412	0.027373	0.027334	0.020512	0.027188	0.054218	0.035916	0.035373	0.046067	0.02639	0.032334	0.026283	0.025789	0.021534	0.50945	0.028943	0.013923	0.052597	0.041159	0.05546	0.12931
Meth__cg17237063__RBMS3	0.70869	0.14718	0.43411	0.73318	0.066645	0.54345	0.061277	0.7719	0.117	0.1441	0.12215	0.48641	0.56748	0.10342	0.081801	0.16354	0.065667	0.080399	0.17419	0.13245	0.074304	0.12861	0.1527	0.49356	0.20592	0.41227	0.18277	0.16661	0.12097	0.11349	0.66874	0.10533	0.16783	0.18462	0.084359	0.72981	0.64694
