Cell lines	600MPE	AU565	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB436	MDAMB453	MDAMB468	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg18410627__RALGPS1	0.044384	0.040468	0.11141	0.03693	0.6268	0.054664	0.86468	0.10614	0.037543	0.30614	0.91004	0.054851	0.28911	0.57323	0.14502	0.057145	0.17508	0.11624	0.27978	0.055149	0.049242	0.041041	0.40237	0.040062	0.84972	0.09198	0.087262	0.6632	0.057172	0.061618	0.060245	0.06035	0.039773	0.45457	0.067383	0.049809	0.064841	0.057011	0.052145	0.083803
Meth__cg07665060__C19orf33	0.32515	0.05151	0.20478	0.063283	0.94207	0.14397	0.087968	0.63742	0.90236	0.91242	0.94627	0.082497	0.39291	0.97696	0.83931	0.86601	0.96715	0.73605	0.94632	0.040952	0.030675	0.038753	0.96065	0.030799	0.07358	0.93584	0.041275	0.72858	0.95227	0.91037	0.052091	0.63912	0.033814	0.021959	0.87736	0.03132	0.050633	0.036176	0.86245	0.90554
Meth__cg16085042__HSP90B1	0.055566	0.045474	0.05123	0.037598	0.048438	0.057207	0.041084	0.46025	0.043422	0.058797	0.048245	0.042776	0.090512	0.036625	0.053509	0.049433	0.044769	0.12327	0.041426	0.036481	0.053996	0.049083	0.05475	0.045157	0.074355	0.054488	0.074526	0.048549	0.14595	0.054321	0.069979	0.047545	0.048434	0.040394	0.033608	0.041619	0.05961	0.051895	0.052153	0.056703
U133A__TUBB6	4.8682	6.5678	6.253	4.4901	9.8768	4.9213	9.5493	8.3339	9.2657	7.3934	8.5949	8.7762	7.6112	5.3791	6.6415	9.8152	9.8057	8.0943	9.7499	8.3425	7.4325	7.8191	10.4802	5.4732	9.0045	7.5802	5.0843	9.3439	5.1846	8.4845	6.5456	10.1106	9.4057	9.6441	5.1798	5.5564	7.8651	8.1612	6.4891	9.5322
Meth__cg18340214__MRPL33	0.021232	0.012657	0.018321	0.015153	0.54886	0.02006	0.036763	0.013882	0.017115	0.019434	0.014795	0.034334	0.056484	0.01156	0.016461	0.023908	0.017038	0.036155	0.010946	0.010666	0.020672	0.02055	0.012078	0.013208	0.028864	0.023047	0.035044	0.021192	0.031721	0.015803	0.021879	0.018439	0.017166	0.015055	0.012463	0.017575	0.049123	0.018028	0.018177	0.016681
Meth__cg15676084__ENAH	0.020512	0.18592	0.026767	0.06245	0.023045	0.032176	0.029769	0.013305	0.016664	0.025042	0.024826	0.023464	0.035093	0.012907	0.021221	0.021167	0.015721	0.027362	0.019534	0.023096	0.030129	0.036702	0.025421	0.015652	0.042452	0.030326	0.041676	0.021199	0.53733	0.023612	0.033798	0.022362	0.022246	0.019599	0.62623	0.021382	0.043696	0.026199	0.026642	0.024819
Meth__cg25363317__GTF2F1	0.040851	0.028327	0.036696	0.030801	0.034332	0.028521	0.031101	0.031918	0.026448	0.034421	0.032891	0.056558	0.67263	0.03771	0.02977	0.022172	0.018811	0.042954	0.026932	0.049673	0.035847	0.038412	0.03442	0.024942	0.062954	0.030245	0.057084	0.02479	0.03808	0.037511	0.070147	0.021284	0.021878	0.022784	0.02466	0.023455	0.042396	0.032497	0.045794	0.042372
U133A__DENND2D	7.4958	7.4556	5.7265	8.5326	4.6513	8.6196	5.1985	5.5103	5.2798	7.1097	6.1298	6.9926	5.5069	6.1241	4.5585	4.9996	6.5644	7.7754	5.2324	7.2123	6.653	7.6433	4.7386	6.6939	5.02	7.1371	7.3444	5.6618	6.518	6.8584	7.5157	5.1945	4.5415	4.1664	5.338	7.0955	6.6906	6.9624	6.7653	6.5483
Meth__cg11434468__XKR6	0.018609	0.021771	0.13437	0.027097	0.33928	0.20769	0.05084	0.02529	0.01416	0.036975	0.030579	0.049948	0.030287	0.032723	0.01799	0.023821	0.018368	0.058774	0.017093	0.022497	0.028633	0.042076	0.0358	0.10195	0.16903	0.040518	0.036558	0.018774	0.72715	0.027133	0.060516	0.023191	0.047487	0.018495	0.022559	0.22185	0.048328	0.023195	0.030218	0.023338
Meth__cg21163415__EDN3	0.51161	0.045804	0.88676	0.055788	0.67256	0.6424	0.090052	0.94707	0.065675	0.49998	0.84928	0.50966	0.51819	0.055833	0.15959	0.07528	0.14642	0.13767	0.037343	0.8216	0.90473	0.21444	0.33803	0.7904	0.57342	0.26131	0.075596	0.37391	0.81578	0.2177	0.077409	0.040342	0.061065	0.12322	0.045767	0.75402	0.07302	0.88706	0.42842	0.18792
Meth__cg13575604__TCP11L1	0.092065	0.065335	0.068663	0.031445	0.055258	0.072585	0.050717	0.59653	0.057985	0.052238	0.066964	0.040946	0.089495	0.027449	0.046015	0.041569	0.051703	0.078491	0.042351	0.046783	0.08342	0.052119	0.071967	0.042052	0.10266	0.075508	0.082052	0.039915	0.096929	0.047269	0.12079	0.044035	0.042555	0.045172	0.039682	0.029488	0.092767	0.049428	0.044574	0.055779
Meth__cg23960723__ECHDC3	0.067377	0.038616	0.06417	0.032388	0.21748	0.055628	0.77878	0.64639	0.026747	0.042848	0.051285	0.049624	0.077915	0.037596	0.03476	0.064827	0.1	0.037319	0.04442	0.36377	0.10256	0.047722	0.041852	0.049829	0.11576	0.045844	0.045896	0.045937	0.4537	0.047952	0.088295	0.042982	0.033878	0.046647	0.036181	0.041909	0.072105	0.054344	0.041332	0.039727
Meth__cg20416767__TCEAL8	0.49927	0.18475	0.51099	0.31535	0.50779	0.94139	0.070626	0.42191	0.082282	0.31484	0.043932	0.057625	0.41425	0.10275	0.221	0.44346	0.50343	0.1325	0.032709	0.9489	0.75269	0.87409	0.35944	0.46182	0.072648	0.049107	0.20399	0.49564	0.91328	0.46358	0.15152	0.034258	0.036996	0.037791	0.35887	0.18612	0.087214	0.68259	0.39217	0.089598
Meth__cg20051589__DLG3	0.44663	0.030552	0.76927	0.22486	0.65724	0.43333	0.52112	0.97135	0.035751	0.11578	0.65016	0.36084	0.916	0.06514	0.051594	0.54453	0.040069	0.058391	0.21419	0.89095	0.52471	0.49108	0.3734	0.33935	0.43084	0.093792	0.22583	0.065348	0.75652	0.14903	0.049881	0.045087	0.66883	0.03613	0.88156	0.90909	0.74394	0.92305	0.3131	0.22465
Meth__cg26832142__PDE4B	0.039839	0.030698	0.36816	0.2389	0.68915	0.89389	0.11398	0.31579	0.025867	0.14514	0.7837	0.29854	0.81112	0.027118	0.026565	0.57034	0.066057	0.03924	0.039552	0.40735	0.38396	0.59285	0.04727	0.67122	0.7346	0.59466	0.054698	0.033863	0.35789	0.32334	0.10481	0.062459	0.48475	0.14725	0.73007	0.57489	0.11086	0.049226	0.46234	0.16418
Meth__cg21052164__CHRNB2	0.21571	0.062176	0.67498	0.18887	0.23317	0.82524	0.29765	0.83393	0.11595	0.22702	0.4134	0.47807	0.71846	0.063107	0.096214	0.2755	0.1727	0.074933	0.11842	0.66382	0.54656	0.11461	0.18423	0.15866	0.43283	0.38714	0.24643	0.094962	0.76871	0.2497	0.17944	0.10131	0.12064	0.15202	0.2617	0.66512	0.2372	0.16094	0.11174	0.095721
Meth__cg14766682__JM11	0.10407	0.12596	0.11505	0.19928	0.88897	0.12807	0.69399	0.17964	0.15754	0.093698	0.13145	0.1837	0.088589	0.18434	0.15474	0.15147	0.84623	0.20079	0.52958	0.095449	0.11034	0.10036	0.89648	0.33377	0.69127	0.13511	0.1575	0.83454	0.4855	0.11229	0.17665	0.56721	0.19957	0.46114	0.23024	0.14731	0.19796	0.10891	0.11111	0.10882
Meth__cg14989191__ASPHD1	0.093194	0.14462	0.87051	0.091988	0.062201	0.3984	0.12265	0.31664	0.12707	0.12573	0.072359	0.05521	0.41481	0.048088	0.11545	0.10364	0.19408	0.10356	0.10342	0.06971	0.2004	0.092861	0.25413	0.11427	0.12136	0.38852	0.33032	0.073544	0.30667	0.091596	0.15794	0.069386	0.10444	0.087998	0.075578	0.058858	0.13157	0.10207	0.093128	0.079214
Meth__cg09306675__EYA2	0.90949	0.073008	0.3481	0.066997	0.71775	0.73174	0.044629	0.53956	0.070186	0.10154	0.090197	0.052058	0.21565	0.17816	0.083301	0.34014	0.1896	0.13803	0.057715	0.90497	0.94582	0.3558	0.41425	0.71565	0.87472	0.068178	0.10091	0.062843	0.91869	0.058527	0.08712	0.1122	0.16133	0.069378	0.30824	0.15213	0.088361	0.070535	0.49414	0.18758
Meth__cg20935106__TAPBPL	0.077072	0.20905	0.079943	0.077808	0.8081	0.20802	0.043221	0.12218	0.062808	0.1115	0.083575	0.077529	0.33653	0.071104	0.070702	0.50585	0.066217	0.12103	0.067009	0.47766	0.097426	0.12281	0.088486	0.06997	0.13294	0.13163	0.10087	0.72917	0.11558	0.074367	0.31193	0.096406	0.40479	0.070946	0.072397	0.38464	0.14483	0.084577	0.34523	0.7481
Meth__cg02268424__ZNF136	0.034469	0.058611	0.044645	0.0302	0.035002	0.042545	0.05083	0.17735	0.027399	0.037192	0.053911	0.033712	0.071152	0.034774	0.03809	0.039451	0.04778	0.11654	0.026512	0.046223	0.43249	0.047087	0.044598	0.042361	0.070214	0.040098	0.093315	0.037908	0.080122	0.041044	0.070795	0.033879	0.21126	0.032324	0.028115	0.034041	0.055268	0.041853	0.041444	0.041171
Meth__cg10544564__IGSF4B	0.077088	0.037492	0.12528	0.053794	0.17223	0.08641	0.18385	0.20322	0.039306	0.079495	0.32974	0.47754	0.34033	0.036928	0.052078	0.038437	0.034725	0.1337	0.05	0.084994	0.12495	0.060378	0.05783	0.33115	0.37942	0.11999	0.052083	0.056627	0.28979	0.082362	0.067923	0.030594	0.064113	0.074772	0.062747	0.1097	0.19194	0.081361	0.054312	0.049478
Meth__cg18972811__SLIT2	0.76753	0.018963	0.040338	0.20366	0.96739	0.82303	0.036832	0.74913	0.023504	0.94652	0.97083	0.33214	0.73213	0.02815	0.029644	0.94332	0.021982	0.10014	0.016111	0.97333	0.88169	0.58595	0.055012	0.44791	0.92134	0.24153	0.025308	0.019871	0.95451	0.86864	0.086159	0.032006	0.01584	0.015095	0.012408	0.96488	0.40884	0.97681	0.40251	0.90072
U133A__TNS3	6.8795	8.1902	7.5866	6.9132	9.0042	5.6988	6.6068	9.2701	4.0902	5.5019	8.1426	7.7228	8.5076	8.212	8.5705	6.2364	9.9299	8.961	7.8124	6.7106	6.5179	6.2633	8.3007	8.0747	8.3139	6.4102	7.207	8.8076	6.7186	8.6341	6.7809	9.3477	6.5821	8.1469	9.2966	7.3788	7.9149	8.683	4.8818	6.7365
Meth__cg24625128__JAM3	0.8354	0.028649	0.85155	0.03143	0.84042	0.85774	0.068145	0.87179	0.44317	0.87112	0.86533	0.78858	0.55181	0.48464	0.44638	0.082508	0.04239	0.23052	0.030831	0.86209	0.86793	0.87348	0.043217	0.051828	0.7901	0.84168	0.069298	0.034314	0.82928	0.86425	0.074876	0.046191	0.40546	0.037224	0.042003	0.84962	0.81745	0.81743	0.26688	0.041667
Meth__cg23865067__ARPP-19	0.052806	0.048886	0.049067	0.04969	0.058807	0.056969	0.038355	0.58175	0.044624	0.054221	0.043207	0.035034	0.086347	0.036491	0.050739	0.048928	0.047065	0.10521	0.046164	0.067689	0.053845	0.059071	0.053905	0.064202	0.094036	0.058125	0.092022	0.052192	0.068528	0.054078	0.11808	0.057458	0.053592	0.054734	0.060854	0.046586	0.05708	0.069273	0.058169	0.058555
Meth__cg18416881__AKR1B1	0.95053	0.57034	0.96923	0.82263	0.033738	0.94934	0.027918	0.95653	0.094778	0.032397	0.60332	0.055515	0.94126	0.8851	0.44132	0.45964	0.030593	0.062402	0.030391	0.91941	0.93229	0.68632	0.038894	0.60769	0.076132	0.90051	0.22775	0.029185	0.88609	0.39539	0.49356	0.035796	0.030175	0.029567	0.91786	0.95218	0.41632	0.93928	0.63905	0.6052
Meth__cg13744194__OCLN	0.074304	0.062901	0.096695	0.052789	0.54991	0.086447	0.55502	0.087338	0.12273	0.067802	0.94811	0.086562	0.15962	0.059417	0.11567	0.084397	0.086396	0.11472	0.26943	0.096373	0.073297	0.31577	0.5625	0.082053	0.37848	0.085198	0.080839	0.93918	0.17278	0.087677	0.072991	0.082127	0.083929	0.56579	0.62197	0.24615	0.14774	0.07912	0.085601	0.074273
Meth__cg02416716__ZNF215	0.91816	0.023036	0.64033	0.28786	0.57204	0.79937	0.031908	0.85627	0.027152	0.032081	0.032959	0.083002	0.52098	0.04719	0.1046	0.030464	0.027014	0.10126	0.024947	0.31384	0.28419	0.12859	0.035571	0.44298	0.10415	0.39083	0.050856	0.027922	0.59773	0.24267	0.08998	0.024963	0.022017	0.028077	0.41553	0.67671	0.04453	0.047229	0.18663	0.31316
Meth__cg04270835__SLC17A6	0.72735	0.047796	0.17303	0.060458	0.11083	0.16228	0.11721	0.86225	0.045765	0.076011	0.45342	0.51515	0.25741	0.050529	0.069718	0.057775	0.10143	0.21914	0.067877	0.052705	0.067169	0.52224	0.11435	0.080778	0.16529	0.088911	0.1276	0.037334	0.47215	0.06614	0.12971	0.051659	0.12286	0.04638	0.066392	0.13799	0.21193	0.10759	0.060938	0.053164
Meth__cg03167883__FLJ46365	0.78458	0.066197	0.77302	0.85591	0.057775	0.71062	0.20842	0.83098	0.048406	0.37563	0.78852	0.35561	0.53666	0.08947	0.065444	0.62875	0.07173	0.54714	0.039449	0.75058	0.68991	0.13063	0.060925	0.84019	0.15672	0.27013	0.14494	0.049871	0.5683	0.10283	0.11122	0.05162	0.062952	0.059578	0.82152	0.76068	0.11388	0.59709	0.42627	0.45067
Meth__cg18464137__SEMA3E	0.13107	0.048329	0.063129	0.059142	0.41587	0.075795	0.42846	0.92134	0.93607	0.059945	0.68551	0.08511	0.20054	0.18544	0.76897	0.41663	0.12655	0.095691	0.41402	0.042386	0.060107	0.89713	0.10551	0.055545	0.088533	0.084117	0.10128	0.33851	0.9103	0.088765	0.080617	0.32658	0.8323	0.11383	0.53144	0.16718	0.089109	0.080666	0.065782	0.066252
Meth__cg12917695__HSPC268	0.031399	0.026793	0.023393	0.018942	0.03003	0.027682	0.02667	0.42659	0.020179	0.030627	0.031381	0.03669	0.05717	0.013622	0.022528	0.026343	0.023968	0.063065	0.014693	0.019355	0.021519	0.026906	0.022957	0.018039	0.057775	0.030768	0.048765	0.029536	0.050704	0.028852	0.0544	0.023365	0.019689	0.023695	0.015981	0.019211	0.09243	0.03499	0.02668	0.029729
U133A__CCND1	9.1764	8.4714	8.1237	9.1256	5.4377	8.8941	5.4406	10.0998	7.9929	9.1837	4.3292	8.813	10.9904	7.1587	8.1578	6.4037	8.1008	9.0473	8.209	8.2177	9.1804	11.883	6.9939	9.3043	8.8488	8.5351	10.1566	6.4148	6.4129	7.8056	7.9009	6.6177	8.3147	8.4694	8.7082	8.5885	7.1643	7.8528	8.5427	9.2077
Meth__cg23706422__PAPSS2	0.061739	0.057733	0.11177	0.05728	0.044488	0.080366	0.039294	0.05247	0.0526	0.065362	0.05791	0.4687	0.087187	0.03992	0.063918	0.53534	0.057255	0.094297	0.045717	0.051097	0.069037	0.080731	0.062334	0.069437	0.088687	0.089053	0.10179	0.056002	0.85544	0.045223	0.086867	0.055647	0.048037	0.06232	0.043946	0.11531	0.078712	0.056083	0.054609	0.058962
U133A__C5orf13	7.5479	5.1369	6.7214	7.2221	10.5831	8.7053	6.6718	6.8127	10.1445	5.6449	7.1065	5.3783	7.077	7.9666	6.914	5.561	7.2038	5.9763	8.7252	5.4808	5.8234	8.3707	9.2578	5.8943	5.5724	6.9229	7.5753	7.8776	8.2068	8.2004	4.9232	7.1556	5.2497	9.5255	9.8606	5.4205	6.0864	7.4534	6.3202	6.9258
Meth__cg02569613__C10orf72	0.65276	0.067827	0.69045	0.21241	0.95117	0.95847	0.91074	0.73642	0.036493	0.086289	0.065281	0.68907	0.81834	0.52384	0.049936	0.26976	0.083965	0.092659	0.038055	0.9626	0.96382	0.58373	0.066759	0.9681	0.89419	0.59652	0.073798	0.15205	0.93772	0.68037	0.076599	0.05908	0.6102	0.63618	0.29048	0.95015	0.42415	0.10313	0.28293	0.71957
Meth__cg05215575__FLJ25410	0.034379	0.032988	0.038619	0.023176	0.83166	0.035623	0.68584	0.92576	0.88725	0.029324	0.75914	0.85146	0.41107	0.028859	0.5948	0.58972	0.93361	0.44368	0.045638	0.033524	0.027996	0.031053	0.85727	0.07105	0.072207	0.026062	0.10471	0.84221	0.060245	0.5245	0.046246	0.62613	0.36891	0.23519	0.06065	0.09767	0.18883	0.031693	0.039973	0.027926
Meth__cg04101379__DZIP1	0.77623	0.052824	0.76086	0.39284	0.037964	0.8545	0.091807	0.056646	0.31928	0.92134	0.063343	0.24746	0.92436	0.90934	0.42273	0.61977	0.03582	0.53097	0.074231	0.94782	0.91433	0.92849	0.031014	0.93433	0.83833	0.90482	0.13518	0.097256	0.8957	0.086164	0.11241	0.048196	0.26308	0.073253	0.33511	0.8949	0.86862	0.1493	0.92521	0.93218
Meth__cg14696820__LCE1A	0.78181	0.054517	0.80997	0.81211	0.070148	0.52188	0.052207	0.52887	0.48598	0.34674	0.20579	0.60197	0.56735	0.022814	0.40042	0.12982	0.48675	0.073207	0.032323	0.38814	0.58376	0.17347	0.051905	0.71334	0.10847	0.63104	0.14728	0.25818	0.30099	0.044434	0.11369	0.061383	0.055471	0.047187	0.76557	0.41672	0.28441	0.71889	0.53258	0.65508
Meth__cg14681055__PITX3	0.96442	0.045994	0.96446	0.97266	0.67592	0.93539	0.62113	0.60438	0.034034	0.047637	0.88187	0.082909	0.72562	0.72416	0.05194	0.064399	0.034826	0.064283	0.35747	0.24377	0.069844	0.5819	0.047539	0.95324	0.88011	0.96491	0.1015	0.034099	0.89578	0.9517	0.082098	0.041508	0.44164	0.081925	0.054384	0.4961	0.94738	0.14847	0.94282	0.9321
Meth__cg03384938__CXXC4	0.039059	0.040482	0.047819	0.037656	0.65643	0.045758	0.020317	0.030067	0.033544	0.037081	0.050172	0.038148	0.066599	0.019	0.039085	0.025134	0.032013	0.064333	0.032625	0.037438	0.045167	0.036295	0.038189	0.026441	0.085482	0.038223	0.039091	0.035071	0.071491	0.039888	0.080058	0.024036	0.027184	0.024996	0.024525	0.026971	0.035628	0.037849	0.024776	0.037173
Meth__cg03418289__LIX1L	0.029811	0.054919	0.030215	0.018992	0.023716	0.03224	0.033507	0.032932	0.018386	0.0238	0.027127	0.037341	0.051895	0.018047	0.018998	0.023601	0.023229	0.041453	0.013354	0.019119	0.028191	0.05696	0.029577	0.021518	0.06503	0.029268	0.037126	0.023095	0.083959	0.030028	0.060966	0.034169	0.025415	0.021646	0.023929	0.021823	0.073112	0.029554	0.026271	0.029174
Meth__cg02617361__FNTA	0.026688	0.02735	0.025022	0.017342	0.019686	0.031247	0.023922	0.017717	0.021093	0.024369	0.020488	0.025255	0.065046	0.020967	0.025827	0.025102	0.016867	0.098689	0.015402	0.023364	0.05233	0.03099	0.023703	0.018587	0.09835	0.026769	0.074407	0.020535	0.036503	0.027702	0.05471	0.019758	0.017016	0.025599	0.017835	0.019335	0.10486	0.030664	0.023844	0.02108
Meth__cg27126442__FLJ20184	0.081941	0.066341	0.084869	0.053488	0.80101	0.073547	0.12791	0.095299	0.13611	0.062922	0.57705	0.081641	0.12647	0.054059	0.13255	0.089744	0.85559	0.12773	0.39584	0.067985	0.086515	0.23888	0.80539	0.053443	0.74841	0.058101	0.21432	0.81289	0.10521	0.092781	0.084814	0.76319	0.10908	0.56547	0.077417	0.086997	0.23375	0.081263	0.072746	0.077057
Meth__cg15613048__KIF17	0.031866	0.028906	0.39098	0.58713	0.98059	0.97279	0.49326	0.98419	0.02713	0.038304	0.2018	0.59073	0.90799	0.018821	0.030936	0.92909	0.18233	0.054623	0.28737	0.94761	0.46755	0.042479	0.033173	0.099593	0.78508	0.97879	0.053415	0.049809	0.92083	0.41577	0.049364	0.12993	0.27937	0.34061	0.018573	0.027642	0.104	0.029929	0.9731	0.96635
Meth__cg22429822__RAB3B	0.50051	0.049276	0.054474	0.023759	0.023925	0.032282	0.017293	0.30483	0.022644	0.031799	0.66476	0.031309	0.1628	0.017414	0.026799	0.032552	0.046829	0.071033	0.023684	0.11297	0.043551	0.032179	0.033333	0.021202	0.95616	0.29193	0.046189	0.026879	0.94958	0.088488	0.058244	0.025235	0.056688	0.037432	0.020609	0.029316	0.061322	0.029414	0.035301	0.031606
Meth__cg21640749__CD300LF	0.94516	0.048486	0.94673	0.89399	0.19989	0.88227	0.8872	0.90961	0.035293	0.88999	0.61518	0.93071	0.88705	0.011956	0.095293	0.51567	0.92805	0.070262	0.022393	0.86091	0.85735	0.89567	0.11656	0.95418	0.25516	0.72656	0.028655	0.23132	0.64143	0.029283	0.063378	0.40347	0.034431	0.026566	0.91684	0.59803	0.088723	0.94524	0.51141	0.6043
Meth__cg10764357__BCAT1	0.13199	0.052545	0.77854	0.52662	0.59805	0.91163	0.030783	0.94566	0.14514	0.081771	0.059198	0.43064	0.80372	0.87283	0.41303	0.89227	0.055357	0.16528	0.47134	0.51925	0.42901	0.91105	0.04221	0.24319	0.046973	0.91321	0.22696	0.032518	0.87564	0.50065	0.55687	0.042081	0.27706	0.038228	0.06383	0.88662	0.83966	0.082028	0.59857	0.89201
Meth__cg14409941__ADAMTS2	0.96119	0.032123	0.038249	0.031036	0.22597	0.81407	0.018975	0.33908	0.035625	0.053343	0.16776	0.024448	0.33071	0.071525	0.046102	0.032795	0.029032	0.095328	0.03091	0.93831	0.94281	0.90534	0.040288	0.96161	0.88275	0.52219	0.13702	0.0328	0.91943	0.12799	0.051305	0.030017	0.030763	0.060583	0.037153	0.25959	0.050801	0.10587	0.035239	0.039681
Meth__cg04452095__SEPT9	0.365	0.60638	0.64321	0.24993	0.054685	0.48911	0.089362	0.038227	0.048382	0.5369	0.046433	0.0693	0.40864	0.82549	0.12759	0.058175	0.045712	0.068739	0.050199	0.8768	0.87637	0.84491	0.052272	0.88724	0.048703	0.83436	0.057143	0.048866	0.87587	0.04983	0.065075	0.37679	0.055856	0.051028	0.1754	0.82915	0.52253	0.83154	0.73164	0.78828
Meth__cg02810773__ITPA	0.026789	0.015565	0.025691	0.017278	0.024206	0.029746	0.027381	0.024845	0.022366	0.47727	0.027432	0.030968	0.046441	0.017672	0.019649	0.024354	0.017203	0.066972	0.016554	0.018801	0.032323	0.02616	0.028258	0.081078	0.053471	0.031772	0.044826	0.027586	0.044061	0.025622	0.033445	0.026772	0.01756	0.02031	0.023177	0.020305	0.041561	0.035062	0.029218	0.029067
U133A__PON2	6.9905	8.545	6.9593	7.6992	6.8894	7.5751	7.5382	7.1908	6.3066	7.1999	8.0402	6.2384	7.0837	7.1096	7.9459	7.2793	7.6566	7.9654	7.5685	6.838	6.2501	8.0083	8.0485	6.7746	6.4667	7.1855	7.0361	7.1461	6.9661	7.0407	8.2261	7.6251	7.2494	8.6669	7.4132	10.4159	6.8371	7.2709	8.3466	7.3836
U133A__ERBB3	9.0074	7.5004	8.3846	9.4643	4.1332	7.8718	3.9425	7.0488	7.2396	8.1221	7.1116	7.1065	5.2443	8.1957	8.2884	6.1232	6.1179	7.809	3.9223	7.4837	7.907	7.5422	5.1573	7.8977	4.7362	8.49	7.7735	4.4635	8.3471	6.2743	7.8318	4.3134	6.0561	4.2768	8.8454	6.8618	8.571	8.2939	8.3354	7.6055
Meth__cg21589115__DKKL1	0.05145	0.050773	0.53627	0.041845	0.042653	0.060722	0.038824	0.6119	0.040234	0.04372	0.052121	0.02799	0.11031	0.028972	0.04528	0.081429	0.08639	0.10249	0.059774	0.055738	0.066828	0.5683	0.046875	0.037227	0.095141	0.55641	0.40519	0.042453	0.091041	0.052057	0.074037	0.12439	0.30148	0.044229	0.047701	0.035529	0.061027	0.051846	0.68523	0.045483
Meth__cg15357945__PRG2	0.12219	0.035874	0.097261	0.28883	0.048279	0.083054	0.087558	0.18664	0.09019	0.11543	0.089928	0.45461	0.12962	0.02192	0.068259	0.10195	0.30391	0.12841	0.043511	0.062647	0.12746	0.63045	0.065085	0.32235	0.15197	0.085994	0.054183	0.046689	0.21283	0.11177	0.076101	0.055269	0.27729	0.074179	0.085242	0.081976	0.11866	0.12101	0.086388	0.11485
Meth__cg07960846__STK11	0.051447	0.075498	0.057634	0.045735	0.049351	0.055713	0.0423	0.046644	0.052326	0.052191	0.044602	0.040121	0.10296	0.036205	0.051118	0.067326	0.052771	0.080995	0.047119	0.042043	0.050489	0.059792	0.060312	0.038091	0.099441	0.055775	0.068328	0.046857	0.0611	0.062111	0.10803	0.04645	0.50509	0.045339	0.037619	0.040517	0.1134	0.050345	0.055931	0.04898
Meth__cg20717059__C8orf13	0.038789	0.044569	0.22959	0.05232	0.35702	0.057959	0.043202	0.064615	0.038492	0.049814	0.045201	0.029601	0.099189	0.039343	0.043097	0.042655	0.036798	0.076909	0.038395	0.043522	0.054605	0.052921	0.053458	0.04048	0.071872	0.054871	0.081258	0.034201	0.077601	0.069242	0.10671	0.043968	0.038493	0.032369	0.053203	0.041142	0.055149	0.052502	0.038134	0.042375
Meth__cg02225847__FAM65A	0.046601	0.15466	0.10503	0.083226	0.036687	0.22333	0.024895	0.22974	0.055938	0.56396	0.050341	0.097486	0.4402	0.076362	0.061863	0.913	0.035031	0.06341	0.03847	0.15386	0.13665	0.36426	0.39439	0.15299	0.083839	0.18556	0.12974	0.039711	0.52505	0.19789	0.50503	0.31247	0.046105	0.044743	0.622	0.037543	0.088364	0.12063	0.059851	0.068017
Meth__cg21573601__PTEN	0.024575	0.01411	0.018286	0.016374	0.1052	0.017812	0.062456	0.024696	0.015503	0.019866	0.01998	0.47005	0.03007	0.011942	0.025348	0.41562	0.01515	0.042635	0.014573	0.011706	0.020819	0.020861	0.017977	0.015987	0.06133	0.021709	0.04213	0.017559	0.05139	0.018164	0.039174	0.019875	0.015084	0.014702	0.014729	0.019976	0.032616	0.021901	0.027206	0.014061
Meth__cg08747377__CDH13	0.84043	0.06934	0.74837	0.049374	0.92247	0.4681	0.12101	0.41288	0.11414	0.25579	0.87201	0.47964	0.86648	0.086529	0.090335	0.25257	0.63041	0.086568	0.040247	0.54791	0.35258	0.26097	0.088503	0.52954	0.77283	0.66235	0.13385	0.044597	0.8117	0.25715	0.070342	0.064558	0.052664	0.04898	0.79303	0.11553	0.088506	0.091841	0.20909	0.062619
Meth__cg02589695__RASSF5	0.033423	0.10272	0.07987	0.16825	0.57948	0.3717	0.21042	0.69831	0.87714	0.085363	0.71149	0.564	0.59981	0.075248	0.71273	0.52476	0.37618	0.34421	0.32223	0.22419	0.2147	0.32448	0.58038	0.1366	0.089552	0.06118	0.10929	0.7601	0.26957	0.38134	0.16174	0.13109	0.56875	0.2497	0.15757	0.71408	0.11908	0.12251	0.097257	0.35475
Meth__cg01942127__CACNA1D	0.026735	0.019119	0.025508	0.023464	0.96134	0.098449	0.73465	0.96152	0.52563	0.031425	0.60306	0.39044	0.70583	0.16988	0.37221	0.63042	0.67275	0.3584	0.083118	0.023921	0.038542	0.02817	0.56087	0.039639	0.92015	0.42076	0.027828	0.8679	0.078677	0.96627	0.034138	0.077914	0.28179	0.091375	0.54729	0.097849	0.049678	0.034957	0.1477	0.043028
